Tweets	Compound	Analysis
# Sarscov2 # Covid19 #astrazenecavaccine 	0.0	Neutral
Family vaccinated #atragay # pfifergay # regionampania #asl #andratuttobene # covid19 #astrazeneca #pfizer all ... 	0.0	Neutral
Is it possible that the battered #lombardy of cases # Covid19 both tail light on vaccines? Wordless for not ... 	0.0	Neutral
#covid19 #vaccinoastrazeneca 	0.0	Neutral
should breast cancer patients get covid-19 vaccine?yes, yes, yes. 	0.0	Neutral
dont ever forget god is the almighty.the extreme weather has also affected australia's covid-19 vaccine delivery t… 	-0.1896	Negative
"Coronavirus, Pietro Luigi Garavelli: ""Never vaccine during an epidemic, the Covid will react changing"" "	0.0	Neutral
Museums like # Covid19 vaccine centers in which the vaccinated will be offered -free - also the possibility of visiting and cone ... 	0.7003	Positive
"""To #praticadvare the promised doses arrived, a million #astrazeneca"" interesting consideration with ... "	0.6369	Positive
#Nobavaglio #restiamoumani #covidvaccinesavelives 	0.0	Neutral
an important message on vaccines from cardinal ribat as papua new guinea deals with a spike in covid-19 cases  🦠 	0.2023	Positive
#Coronavirus Decree Law 1 April 2021 The Council of Ministers approved a decree law whose pre ... 	0.4215	Positive
short-term safety of the bnt162b2 mrna covid-19 vaccine in patients with cancer treated with immune checkpoint inhi… 	-0.1027	Negative
First dose of pfizer for my mom: very kind medical and administrative staff and fast organization butten ... 	0.5709	Positive
vaccines: a very european disaster 	-0.6573	Negative
"""PA did you go to book the vaccine?"" ""No. I wait to do that with a single dose ""."" We're not at the supermarket ... "	0.0	Neutral
It turns out that someone will more or even the Coronavirus vaccine. 	0.0	Neutral
No, we didn't understand each other. I'm just trying to explain that the vaccine is solution ... 	0.0258	Positive
#Draghi #Speranzenza doses of vaccine administered in Italy today: doses administered + 78.768.ma 500,000? # Covid19 	0.0	Neutral
#israel is number 1 in term of efficacy to provide #covid19vaccine but fewer than 2% of #palestinians have been vac… 	0.0387	Positive
bbc news - coronavirus: india temporarily halts oxford-astrazeneca vaccine exports. 	0.0	Neutral
bbc news - coronavirus: eu and uk try to end row with 'win-win' on vaccines.italian pm mario draghi said on wednes… 	0.0	Neutral
ASL administrative: -Signora, I don't know when you manage to do home vaccines so if you can organize ... 	0.0	Neutral
what a glorious day: received today my first dose of covid-19 vaccine and tonight let’s keep on celebrating live st… 	0.836	Positive
He said guest this evening at #restart at 11:20 pm # vaccine ... 	0.0	Neutral
Other than all closed. vaccines, masks and spacing. 	0.0	Neutral
That the one I can't understand is like #novax succeeded in frightening for 4 people perhaps death for vaccine in ... 	-0.7514	Negative
Anyway in the #lazio from Friday they will vaccine until 24.00 not 24.00. Surely a nice step forward. But it's not the ste ... 	-0.5773	Negative
If the #Vaccino makes sure you are not infected and therefore not to infect: excellent. Attivation the # vaccines ... 	0.2335	Positive
This summer was said that the center of Anagni was the final main point of the #astrazeneca supply chain but the doses ... 	0.0	Neutral
