Tweets	Compound	Analysis
so grateful to receive my covid-19 vaccine today. thank you to friarage and my nurse claire. #friaragehospital… 	0.6997	Positive
'the uk will soon have its own data showing efficacy after the 1st dose for the different vaccines... &amp; any polic… 	0.0	Neutral
netherlands: 87000 healthcare workers denied covid-19 vaccine  via _in 	-0.4404	Negative
has sent out letters, which give the options open to people in the  covid-19 vaccine trial… 	0.0	Neutral
hoping that we don’t have to spend this year fighting to get the vaccine as #parentcarers 	0.0772	Positive
"""india begins shipments of covid-19 vaccine to bhutan and maldives"" "	0.0	Neutral
keep checking our website for the latest updates   #vaccine #employees #covid19 #hr #hrfrommyshed 	0.0	Neutral
vaccine centre to open in eastbourne sovereign centre eastbourne’s sovereign centre is joining the coronavirus fi… 	0.0	Neutral
Thanks to God, the first dose of vaccine was taken. Got My #vaccination Today! Thank you to all the ama ... 	0.7777	Positive
horrible death total in reality, but nearly 350,000 first vaccine doses in the last 24 hours is positive news. 	0.296	Positive
#covid19 #vaccine #vaccination   @ royal stoke 	0.0	Neutral
according to bbc, 132,857 people in #northernireland have had their first dose of the #covid19 vaccine, that’s appr… 	0.0	Neutral
maybe you could also let us know how the vaccine programme is doing?your responsibility is to deliver ‘balanced’ n… 	0.0	Neutral
so thankful to the scientist i've received my 1st #vaccine for #covid19 today. but i will still be #stayinghome wea… 	0.3604	Positive
will not be surprised if a further new strain appears in the uk again which will be more resilient to vaccines beca… 	-0.2182	Negative
when you get offered a vaccine, don't turn it down. people not getting vaccinated causes further mutations of the… 	0.0	Neutral
had my covid-19 vaccine today. excellent set up at trust hq  for making this a great experience.… 	0.9165	Positive
this is why #frontlineworkers should have #vaccine as priority.  they will not be there for us if they are left vul… 	0.0	Neutral
4.6 million have received their first vaccine in the uk. good news. let’s keep going! #vaccine #covid19 	0.4926	Positive
looks like you’ll have to have the vaccine now mate 	0.3612	Positive
getting to know my vaccine... #vaccine #covid19 	0.0	Neutral
gentle reminder that pastors and imams are yet to develop covid-19 vaccine... 	0.4404	Positive
i’m pleased that birmingham hospitals are the first to offer 24-hour #covid19 vaccines.this will help our frontli… 	0.6808	Positive
#warrington #covid19 #vaccine centre now ready to go live for vaccinating patients in the community.… 	0.3612	Positive
really incredible talking again to nan tonight about her first dose of the #covid19 vaccine tomorrow and her hatred… 	0.0	Neutral
our government are now doing their best to screw up vaccines. not happy with one of the worst death rates, not happ… 	-0.8019	Negative
this is scary. i assumed we be rebooked earlier as soon as more vaccine became available ... 	-0.4939	Negative
revisiting the uk’s strategy for delaying the second dose of the pfizer covid-19 vaccine - 	0.0	Neutral
lots of rumours around about the covid vaccine, preventing people from taking up the vaccine. let’s start focusing… 	-0.0258	Negative
"which tory is lying? said scotland's ""flagging"" vaccine rollout from english hubs is  ""res… "	-0.5267	Negative
Arnold Schwarzenegger receives the Covid-19 vaccine and, in the blink of an eye on the Terminator, said to his subscribers: `` come from ... 	0.0	Neutral
impact of covid-19 on hiv vaccine market 2020 industry challenges, business overview and ...: the global hiv vaccin… 	0.0772	Positive
getting the oxford vaccine this morning 🦠  #covid19 	0.0	Neutral
great video!  &amp; it’s good to have these discussions. in the uk all available covid vaccines are considered safe in… 	0.8805	Positive
recovering from #covid19 gives similar level of protection to vaccine 	0.0	Neutral
good news as six chemists across the uk are due to start issuing vaccines to the 15 million people in the top four… 	0.5719	Positive
eu wraps preliminary talks to buy 60 million valneva #covid19 vaccines will provide… 	0.0	Neutral
"as the government ratchets up its vaccine programme, its victims and their families can only look on and say: ""what… "	-0.3182	Negative
yesterday my mum received her first dose of the coronavirus vaccine. the procurement of vaccination and the pace… 	0.0	Neutral
covid-19 vaccine ✅thanks to  for getting me sorted 🤞 	0.0	Neutral
this is amazing news. 270 million #covid19 #vaccine doses in 2021 for african countries from , … 	0.5859	Positive
indonesia is taking a very different approach in its vaccination policy #coronavirus #vaccine 	0.0	Neutral
#covid19 #coviduk #covidー19 #covidvaccine #nightingalehospital #nightingalehospitals #nhs 	0.0	Neutral
brilliant news....unless you have shares in the vaccine 	0.7184	Positive
thought i’d join the covid-19 vaccine photo gallery #insolidarity _smh 	0.296	Positive
"""first covid vaccines completed in all 76 fife care homes | fife today"" "	0.4939	Positive
covid-19 vaccine update ✅ over 3 million vaccines administered so far in the uk and 2.8 million people vaccina… 	0.0	Neutral
playing the fall straight after the news report that pharmacists can administer the covid-19 vaccine was funny, but… 	0.6808	Positive
get signing people! uk government: all pharmacies should to be able to play a part in the uk's covid-19 vaccine pro… 	0.4003	Positive
🦠we need more vaccine uptake data at a local level to help us direct the vaccination programme properly and ensure… 	0.4019	Positive
#covid #covid19 #vaccine 	0.0	Neutral
i just had my covid-19 vaccine 	0.0	Neutral
novavax's south african phase iib covid-19 vaccine trial likely to reveal results within next ...: immunogenicity a… 	0.0	Neutral
coronavirus scotland: scottish gov’s vaccine rollout plan pulled over concern about 'sensitive vaccine data' 	0.0	Neutral
informative meeting of parliament's covid-19 committee. lot of discussion on vaccines. also new testing requirement… 	0.0	Neutral
if only i'd stayed in the church maybe i could have got a vaccine, too. 	0.0	Neutral
our piece on #covidー19 #vaccines available now... 	0.0	Neutral
ndakunzwa. the good thing is that vaccines are never forced. we all have been vaccine… 	0.6575	Positive
my parents have had their #covid19 vaccines today, and i can give the following results1. grown two heads ❌2. bec… 	0.0	Neutral
those who have had the #covidvaccine. has the chip interfered with your wifi signal? kind of a deal breaker if so. #coviduk #covid19 	0.0	Neutral
"after all the confected outrage over ""the oxford vaccine"", why aren't uk government ministers all over this, waving… "	-0.5106	Negative
unless the world gets covid19, and it's variations, under control then be prepared for vaccine passpo… 	0.2263	Positive
covid-19 vaccinated ‍⚕️ thank you ! #covid19vaccine 	0.4199	Positive
"welsh secretary simon hart said there is a ""significant"" number of coronavirus vaccines held up in wales' health sy… "	0.0772	Positive
johnson &amp; johnson covid-19 vaccine induces immune response after 1 dose: study  #foxnews 	0.296	Positive
so the covid19 vaccine,,lasts 6 months,,,,,,it will be like painting the forth bridge,,,get to one end and start ag… 	0.3612	Positive
a year ago  and now all these new words .... #lockdown3 #longcovid #covidー19 #pandemic #ukvariant #covidvaccine… 	0.0	Neutral
if the vaccine isn't guaranteed to protect  you from covid19..is that like opening an umbrella up with holes in it..when it's raining? 	0.0813	Positive
that other vaccine is reported to be only 50.4% effective against coronavirus. it’s been rolled out though, countri… 	0.4767	Positive
uk government: all pharmacies should be able to play a part in the uk's covid-19 vaccine programme - sign the petit… 	0.34	Positive
yes, i want life to get back to normal as soon as possible so i’ll take the vaccine whenever it… 	0.4588	Positive
clifton-brown repeats the old canard mhra was able to licence anti #covid19 vaccine earlier by brexit… 	-0.3182	Negative
#vaccineswork #yayscience #sciencewins #getvaxxed #endcovid19 #getthejab #covid19 #coronavirus #fucktheantivaxxers… 	0.0	Neutral
new uk scientific study on covid-19 could cut short lockdown and change vaccine priority list #covid19 #nhs #phe… 	-0.2732	Negative
uk covid19 spread. we have paid €8 more  for the pfizer vaccine than if we had taken pa… 	0.0	Neutral
“although astrazeneca covid-19 vaccine contains a live adenovirus vector, this virus is not replicating and is cons… 	0.0	Neutral
fear and control to force people to take the vaccine 	-0.4939	Negative
Cropriating of #Oxfordunisivity and vaccine in the UK, 18 years of age in the UK yesterday to UK. 	0.0	Neutral
gay nhs doctor among first to receive coronavirus vaccine is dancing to beyoncé and j-lo to bust ...: the uk have a… 	0.0	Neutral
The Chinese government ensures that the world must buy them with the VACID-19 vaccine since they were the ones who scattered the virus. 	0.0	Neutral
this is professor sarah gilbert — she designed the oxford/astrazeneca covid-19 vaccine.it’s low-cost, effective a… 	0.4767	Positive
china approves first domestic covid-19 vaccine for general use  via 	0.4019	Positive
3/ vaccines for covid-19 were created and approved in record time a appreciation of social interaction 🤝hygien… 	0.7964	Positive
we are slipping down the list because gov. won’t publish vaccine data. if this data was good it’d be published - lo… 	0.4404	Positive
vaccine works then i see may as well just let the virus mutate a few more times and it will be gone  injecting… 	0.2732	Positive
covid-19 jabbers have to read ukgov legislation about vaccines. this states that pharma company guidance *has* to b… 	0.0	Neutral
China authorized its first vaccine via: 	0.0	Neutral
providing a single #covid19 vaccine dose to 7.8 billion people would fill the equivalent of 8,000 jumbo jet freight… 	0.0	Neutral
wtf is wrong with/people. just don't get the vaccine. why destroy it for the people who want it? 	-0.8779	Negative
"breaking news about the covid-19 vaccine from the bfn: ""women who are breastfeeding can also be given the vaccine.… "	0.0	Neutral
surely now having 2 vaccines approved makes it less dangerous... 	0.6908	Positive
off to get my first covid-19 vaccine at 2pm happy new year! 	0.6114	Positive
china’s #fosun has plans for a plant to make #biontech’s covid-19 vaccine, as per caixin 	0.0	Neutral
breaking: 35,335 people across #wales have now had their first dose of the coronavirus vaccine. 	0.0	Neutral
who wants to learn about covid-19 vaccines ? join me and  as we discuss the recently approved vaccine… 	0.6124	Positive
people lining up to have vaccine ought to know that they are being used as guinea pigs in a rollout of an untested… 	0.0	Neutral
is it ok to license a vaccine requiring two doses, then only give one? asking for 67m friends, inc. the… 	0.6486	Positive
after the vaccine hits. 	0.0	Neutral
this is really important.  it would have been a very hard choice to decide between the vaccine &amp; stopping breastfee… 	-0.0516	Negative
hi  will your sales drop off because only your vaccine needs ult -60 to -80c storage? my company… 	-0.2732	Negative
‘it’s crazy.’ upbeat #covid19 vaccine news from china and u.k. leaves scientists wanting more details 	0.0	Neutral
brewdog founder offers his company's pub sites for distribution of the covid-19 vaccine 	0.0	Neutral
scam alert - covid-19 vaccine scam text criminals are taking advantage of the covid-19 vaccine rollout through a co… 	-0.836	Negative
my own #covid19 vaccine 	0.0	Neutral
got my first dose of covid-19 vaccine today  happy new year to all! 🥳 	0.6114	Positive
the man himself, michael eavis, getting his coronavirus vaccine jab today. 🤞 for  2021!… 	0.0	Neutral
credit where credits due, this is excellent  #covid19uk #covid19 #vaccine #vaccination 	0.8316	Positive
had my covid-19 vaccine today. it’s ok, i’m fine. no side effects 	0.2023	Positive
my mum has just got a link to book her vaccine. solihull hospital going to be back on the front lines, they were tr… 	0.0	Neutral
#happynewyear2021   #2021makeawish coronavirus vaccine for all as quickly as possible .  #goodbye2020… 	0.0	Neutral
the gay man who created a covid-19 vaccine: the gay man who created a covid-19 vaccine ... as the attitude 101 list… 	0.4588	Positive
️volunteer for oxford astrazeneca #covid19 vaccine trial/study#oxfordvaccine #vaccineswork#bepartofresearch️… 	0.0	Neutral
this isn’t true! #fakenews the first vaccine isn’t even british,  70.000 #covid19 deaths 🦠 and count… 	0.4753	Positive
hospital colleague of my daughters passed away from covid 19 today. he has 14 year old son. take the vaccine...... 	0.0	Neutral
here's everything we know about the side effects of the covid-19 vaccines so far 	0.0	Neutral
happy #newyear  everyone..#vaccine #covid19 	0.5719	Positive
this is who should be in all the vaccine publicity photos, not bj. thank you to sarah and team 	-0.2755	Negative
newsflash : according to my ig account, the first madonna fan in the world has been given the #covid19 vaccine and… 	0.3182	Positive
some comfort that the vaccines should still be adequate at fighting the variants currently occurring. 	0.2263	Positive
#sportacus #facecovering #coronavirus #covid19 #staysafe #thecovidvaccinesarecoming #shopping #rawtenstall… 	0.0	Neutral
"can't wait to have my coronavirus vaccine... and get on with ""normal"" life.. what say you?  all the very best.. "	0.0	Neutral
“pfizer has said it has tested the vaccine's efficacy only when the two vaccines were given up to 21 days apart.”w… 	0.0	Neutral
to the agony of karens and kevins everywhere, a vaccine for covid-19 was finally found. using existing knowledge… 	-0.4215	Negative
coronavirus vaccines explained 	0.0	Neutral
transport secretary grant shapps, 52, becomes first cabinet minister to receive coronavirus vaccine - daily mail… 	0.3612	Positive
despite your thoughts on the vaccine we can not allow our rights to be taken from us. this will bring about discrim… 	-0.1695	Negative
bernie sanders blasts israel for sending covid-19 vaccines to allies while ‘palestinians are still waiting’… 	0.0	Neutral
well, i’ve had my 1st #astrazeneca vaccine, first day was pretty shit, but afterward i felt better, and relieved th… 	0.8225	Positive
very important real world evidence on the bnt162b2 mrna covid-19 vaccine #rwe 	0.2716	Positive
vaccinated slovenian doctor reinfected with covid-19  key fact missing. which vaccine? 	-0.296	Negative
do you have questions about the covid-19 vaccine? the rcog are her to help with an information sheet(published j… 	0.4019	Positive
if only there was something called a vaccine which would protect the police from being in this situation..... 🤦‍♀️ 	0.3818	Positive
don’t forget there is a community pop up vaccine clinic this afternoon at #deeplishcommunitycentre for anyone aged… 	-0.2263	Negative
do you have questions about the vaccine?ask or listen in to this#free event online today at 5.30pm 	0.0	Neutral
#southkorea readies coronavirus vaccines amid political tussle for first shots 	0.0	Neutral
great coverage of #nestonpcn vaccine rollout.  our volunteers are hard at it again this week. 	0.5719	Positive
booked my vaccine via the nhs website. if you’re over 60 you can do this too. 	0.0	Neutral
what's the latest with rest of #eu #vaccine rollout? so thankfully #uk has made such progress with it.  good sense… 	0.8525	Positive
astrazeneca backlash: thousands of italian doctors launch bitter attack on uk vaccine 	-0.7096	Negative
we were wrong, now we've a problem! germany has 1.2m oxford vaccines people refuse to take 	-0.807	Negative
eu vaccine crisis: french experts warn jabs are going too slowly to avoid a third spring wave of coronavirus - and… 	-0.7717	Negative
india’s health workers hesitate to take homegrown covid-19 vaccine 	-0.2732	Negative
had my 1st #covid19vaccine this lunchtime at  in halifax ! very well organised ! made to feel at ease ! wou… 	0.6974	Positive
well worth checking your eligibility for the vaccine on this website. 	0.4588	Positive
had my #covid19 vaccine yesterday. feeling happy &amp; thankful. thanks #nhs. it’s the beginning of the end.....my arm… 	0.8957	Positive
i would like my 2nd covid19 vaccine here at rothes halls  #wearescotland   hope thi… 	0.6597	Positive
so had my covid jab today now having some porters to help with the pain 🤣🤣🤣🤣🤣 #deya #covid19 #pfizervaccine… 	-0.1531	Negative
covid 19 vaccine information video  via  thank you to everyone who helped in the mak… 	0.3612	Positive
another successful morning at the central mosque bradford for covid-19 vaccine 	0.5859	Positive
i love the fact that uhdb staff are leading the way in promoting the vaccine, not to mention lloyd and his band for… 	0.7717	Positive
my nan aged 85 passed away from covid this morning , she was only a few days away from a vaccine when she was admit… 	0.0	Neutral
earlier, i received the first jab of phizer's covid19 vaccine. i'm truly thankful to the ! 	0.784	Positive
just had my first vaccine for covid-19 down at the alexandria community center.  very impressed with the whole thin… 	0.5256	Positive
umi got her first jab today. thank you #nhs #vaccine #covid19 	0.3612	Positive
done and dusted #pfizer #covid19 #covid19vaccine #pfizerbiontech #vaccine 	0.0	Neutral
addressing vaccine inequalities 	0.0	Neutral
should you have the vaccine? yes! just do it! 	0.508	Positive
if i have to go back there again for 2nd vaccine dose then i will tweet, blog about it beforehand. didn't do it las… 	0.0	Neutral
just had my covid-19 jab #covid19vaccine 	0.0	Neutral
massive thank you to  for the update on how the  covid vaccine response is going. i… 	0.3612	Positive
her majesty is absolutely right “people should think about other people, other than themselves”  #vaccine #covid19 	0.0	Neutral
the queen has never sounded more eloquent or open about a subject before. go get the vaccine when you can! 	0.0	Neutral
“it didn’t hurt at all” - the queen on receiving the vaccine 	-0.5267	Negative
18 millions took the vaccine! zero of them has confirmed death because of the vaccine! not aware of any admission w… 	-0.6688	Negative
a vaccine fit for a queen... if it’s good enough for her majesty (and my grandparents), then it’ll be good enough f… 	0.8074	Positive
"those who are reluctant about taking the covid-19 vaccine ""ought to think about other people rather than themselves… "	-0.25	Negative
staff tonight are getting emails for their 2nd coronavirus vaccine dose. bravo _nclccg! 	0.0	Neutral
all covid vaccines are non profit. 	0.4404	Positive
once a pragmatist, always a pragmatist; he saved the euro, can he now save europe’s vaccine programme from its own… 	0.7184	Positive
dr. fauci and covid-19 priorities: therapeutics now or vaccines later?  via 	0.0	Neutral
the idea of a vaccine passport for something like covid-19 is morally abhorrent in the short term and nonsensical in the long term. 	-0.3818	Negative
#covid19 #vaccines 	0.0	Neutral
hiv clinics can now administer covid-19 vaccine: nhs england guidance has been updated, allowing people living with… 	0.0	Neutral
scientists can get ahead of coronavirus with new vaccines, novavax chief says: the novavax vaccine could become the… 	0.0	Neutral
will novavax and johnson &amp; johnson covid vaccines work against variants?: novavax, made by a us company but trialle… 	0.0	Neutral
novavax says covid-19 vaccine is 89% effective in uk trial, but less so in south africa: the shot showed 60% effica… 	0.2617	Positive
i was thinking this. a friend was vaccinated on sunday. high temperature monday &amp; tested positive (vaccine cannot… 	0.81	Positive
'we had to go it alone': how the uk got ahead in the #covid vaccine race  background: 	0.0	Neutral
taoiseach welcomes eu statement on vaccine exports  via 	0.4019	Positive
are you implying, as did the  last night, that our existing vaccines are ineffective a… 	-0.128	Negative
novavax covid-19 vaccine demonstrates 89.3% efficacy in uk trial: the primary endpoint of the uk phase 3 clinical t… 	0.0	Neutral
saturday's #poll will i be able to go on a european holiday in june 2021 ? #covid19 #coviduk #vaccine 	0.4019	Positive
had my  vaccine this morning,just waiting for  to activate it, #wintersoldier style! #vaccine… 	0.0	Neutral
coronavirus: who criticises eu over vaccine export controls 	-0.3182	Negative
a special mirpuri covid vaccine webinar is taking place on saturday 30 january at 6pm to provide an opportunity to… 	0.6705	Positive
while rich countries fight over vaccine exports and who gets vaccinated first, a whole continent is struggling imme… 	-0.2023	Negative
eu needs something for its vaccine. 	0.0	Neutral
i've had my 1st #pfizer vaccine this morning, 2nd jab in april.  #covidvaccination #covid19 	0.0	Neutral
vaccine number 1 been done!! #covid19 #covidvaccination #pfizervaccine ❤ #bearswithjobs #essentialworkers 	0.2225	Positive
first dose #pfizervaccine 50% effective from israeli rw data. we need the #second dose right now. #nhse nd #jcvi do… 	0.4767	Positive
capitalism has failed again and again and again for the people of the world.....vaccine wars expose the catastrop… 	-0.8176	Negative
and the eu show their true colours. so glad to be free of the brussels mafia. #vaccine #brexit #eu 	0.8553	Positive
according to first minister, the roll-out here of covid-19 vaccine is envy of world and 65-69s are not j… 	-0.2732	Negative
another _gm health hour session on #covid19 #vaccines  is underway  #informeddecisionmaking 	0.0	Neutral
the growing desperation of the brexiteers - hoping the vaccine row will divert attention from the rapid collapse in… 	-0.4019	Negative
am i missing something? eu threaten to block vaccine supplies to the u.k. yet the u.k. is accused of starting a vac… 	-0.836	Negative
really pleased that one of our eldest residents in #bromfordandhodgehill has received her #covid19 vaccine.eileen… 	0.4927	Positive
the number of covid-19 vaccines administered in northern ireland has passed the 220,000 mark.read more &gt;&gt; 	0.0772	Positive
novavax: norfolk hospital's key role in trialling latest coronavirus vaccine to report successful results: more tha… 	0.5859	Positive
covid-19: everything you need to know about the novavax coronavirus vaccine: if approved, it would be the fourth co… 	0.4215	Positive
i think this is one of our best.  really good discussion of jcvi decision on delaying second vaccine - beautifully… 	0.8122	Positive
an easy way to understand the uk covid-19 vaccine inventory. 	0.4404	Positive
yesterday i was at  for my latest blood test as part of the #novavax #vaccine #trial. i felt very luck… 	0.0	Neutral
#emmanuelmacron seems a very small minded and petty man!! no wonder french people don’t want him!! #eu #covid19 #vaccine #skynews #lbc 	-0.5951	Negative
really important message. exercise helps prevent covid-19 and will be key as we move forward with the vaccine. 	0.5849	Positive
redacted contract fails to clear up eu-astrazeneca vaccine row. 	-0.0516	Negative
had my first covid-19 vaccine today!! 🥰 	0.0	Neutral
the *leeds grand mosque* in collaboration with  is organising a medical webinar on *the covid-19 vaccine… 	0.4588	Positive
wonder when we at  will be able to give the vaccine to our high risk patients in the day unit when t… 	-0.2732	Negative
got an appointment for the #covid19 vaccine on monday morning. buzzing 	0.0	Neutral
patients with sickle cell disease talk about the covid-19 vaccine  via 	0.0	Neutral
i’ve seen the hard work that the scientists that brought us the current vaccines for #covid19. they put heart and s… 	-0.1027	Negative
how does the johnson &amp; johnson vaccine work?: scientists in the uk expect coronavirus vaccines to become an annual… 	0.0	Neutral
new novavax covid-19 vaccine shows strong protection against british, south african variants ...: when hiv-positive… 	0.5106	Positive
don’t tell me. let me guess- more vaccines from the bill gates companies? 	0.0	Neutral
who urges uk to share vaccines worldwidei can see how this plays out now. labour backs sharing vaccines globally… 	0.7227	Positive
some of you were curious what the leaflet i got about my astrazenaca-oxford covid vaccine said.here’s photos of m… 	0.3182	Positive
well done !  my dad got his first vaccine today. all very slick apparently 	0.3382	Positive
today i had part 1 of my covid-19 vaccine. i feel lucky to be considered as essential healthcare allowing me to con… 	0.4215	Positive
novavax spikes 67% after uk study shows its covid-19 vaccine is 89% effective: that efficacy rose to 60% for the po… 	0.4767	Positive
does alcohol interact with covid 19 vaccine? #vaccines #covid19 #covidvaccine #alcohol 	0.0	Neutral
an imam telling his community that you should have the vaccine. it’s your duty. 	0.0	Neutral
it was an absolute honour to work alongside the pharmacy staff at today’s vaccine clinic . it’s so w… 	0.5719	Positive
uk plan to shun eu vaccine scheme ‘unforgivable’, say critics.  from july last year 	-0.296	Negative
i applaud the scientists for magicing up a vaccine against covid19. it is truly amazing what £'s can do.i'm a care… 	0.8658	Positive
eu drops irish border move in plan to curb vaccine exports  #europe #eu #europeanunion… 	0.0	Neutral
this gives me hope, not just for future #covid19 vaccines but for all #autoimmune research - each new discovery is… 	0.2382	Positive
novavax says covid-19 vaccine is 89% effective in uk trial, but less so in south africa: the efficacy dropped to 49… 	0.2617	Positive
coronavirus | novavax vaccine, to be made by serum institute of india, shows 89% efficacy in uk: when novavax's vac… 	0.0	Neutral
we should not be giving the #eu spare #covid19 vaccines. we should be giving spare vaccines to #thecommonwealth. th… 	-0.4717	Negative
why don't you report the figure of how many people have received the 2 doses of coronavirus vaccine? misle… 	0.0	Neutral
today i received my first dose of the covid-19 vaccine . when it becomes available to you, get it done. 	0.0	Neutral
radical #healing demands radical dreaming. yesterday=1st dose of my #covid19 vaccine as i’m #highriskcovid19 with… 	0.0	Neutral
novavax covid-19 vaccine found 89.3% effective: ... disease was observed in the 94 per cent of the study population… 	0.4767	Positive
novavax and j&amp;j join the covid-19 vaccine push: ... to 60.0% in hiv-negative patients in the smaller phase iib tria… 	0.296	Positive
maidenhead advertiser: how many people have received covid-19 vaccine in slough, windsor and maidenhead.… 	0.0	Neutral
i’m so thankful my unpaid carer is finally eligible for his vaccine. i’m a p4-cev who was jabbed 5 weeks ago, patie… 	0.6115	Positive
first question of the day for google was “can you drink alcohol on the day you have the covid19 vaccine?” explains… 	0.0	Neutral
#georgia  received the first batch of covid-19 doses today. 43,200 doses of astrazeneca/oxford vaccine are provi… 	0.0	Neutral
vaccine done. #astrazeneca #covid19 #vaccine 	0.0	Neutral
had the #covid19  vaccine..but under protest!watch this about info on #inr and #astrazeneka morning twitter 	0.0	Neutral
i believe the eu has many doses of as yet unused az vaccine. and italy has stopped their export to australia 	-0.2263	Negative
urggh, day 2 of having flu like symptoms after having the coronavirus vaccine. damn my rubbish immune system 🥶🤮 	-0.1531	Negative
second dose of my covid 19 vaccine done. another step closer to some normality and no more shielding. i can also ha… 	-0.296	Negative
bame community is heavily effected with #covid19 &amp; with such a low uptake &amp; hesitancy of the #covidvaccine i woul… 	-0.4588	Negative
i was invited to get my covid-19 vaccine and today i went to my local gp surgery and had the first jab - quick, pai… 	0.0	Neutral
i had the vaccine an hour ago and so far i’ve experienced one major side effect. relief. #vaccine #covid19 #covidvaccination #astrazeneca 	0.4767	Positive
today i was grateful to receive a covid-19 vaccine and privileged to be a student of the university where people cl… 	0.7096	Positive
# Covid19 #covidvaccine #frstvacation #ukvacation 	0.0	Neutral
breaking news: doctors and; scientists write to email re covid-19 vaccine safety via … 	0.4215	Positive
covid-19 vaccine news: novavax effective against variants; sanofi/translate begin early trials: ... in its u.k. piv… 	0.4767	Positive
quite the day for #wales!󠁧󠁢󠁷󠁬󠁳󠁿 step closer to a grand slam󠁧󠁢󠁷󠁬󠁳󠁿 record number of vaccines against #covid19… 	0.5562	Positive
_batten17 you had the covid-19 vaccine right? my missus had it friday and has been wiped out, and going hot and cold since. 	0.0	Neutral
"the article quotes ""in fact, the reported numbers of these types of events for covid-19 vaccine astrazeneca are not… "	0.0	Neutral
government orders 60m novavax vaccines. to be manufactured in teesside. results of uk trial (15,000 people) display… 	0.0	Neutral
petition: do not rollout covid-19 vaccine passports  hundreds of my friends are signing this 	0.4767	Positive
very pleased to take part in this video about the covid-19 vaccine.  i would certainly advise people to do their re… 	0.6801	Positive
bexhill’s vaccine programme to start offering second doses 	0.0	Neutral
uk government : people with asthma should be in group 6 for covid-19 vaccine. - sign the petition!  via 	0.0	Neutral
petition: after the vaccine roll-out to high risk groups, remove all covid-19 restrictions 	-0.2732	Negative
the covid-19 vaccines do not act differently with kids and they don't cause autism or what ever bullshit you read o… 	-0.5859	Negative
🤣🤣🤣🤣#biden #covid19 #vaccine 	0.0	Neutral
fantastic to see that one of the earliest r&amp;d investments by  in the novavax candidate vaccine that wi… 	0.5574	Positive
#miltonkeynes has the 5th highest uptake of the #covid19 vaccines by over 70's in england. 	0.0	Neutral
people who have had #covid19 should get single #vaccine dose, studies suggest  #coronavirus #vaccination 	0.0	Neutral
jab done! now in the 5 min waiting tent. #vaccine #covid19 	0.0	Neutral
my #covid19 #vaccine card 	0.0	Neutral
russia gives nod to third coronavirus vaccine covivac 	0.0	Neutral
“exploratory analyses show that higher vaccine efficacy is obtained with a longer prime-boost interval, and that a… 	0.0	Neutral
had first dose of #oxfordastrazeneca #covidvaccine today. so grateful to    and al… 	0.5949	Positive
i'm not given to swearing.however.tell him to f@&amp;k off!#covidiots#covid19#covid19uk#covidvaccine 	0.0	Neutral
wales makes it easier for people with hiv to get the coronavirus vaccine after removing 'gp status ...: those livin… 	0.4215	Positive
russia says registers third coronavirus vaccine 	0.0	Neutral
covid-19 vaccine no2 	0.0	Neutral
incredible day at #ellandroad, administering the #covid19 #vaccine in #leeds. feeling very proud to part of the… 	0.5984	Positive
perfect timing to try to persuade a family member of the importance of receiving the vaccine 	0.7351	Positive
pleased to be one of the panelists on the nigerian community meeting about covid-19 and the vaccine, in dorset. doi… 	0.4404	Positive
we hope our article on the key facts about the #covid19 #vaccine programme would help all healthcare professionals… 	0.6808	Positive
refugees receiving vaccines. ‘even after he received the text notification, mohsen ibrahim could not believe he wou… 	0.0	Neutral
just had my first dose of the covid19 vaccine. 	0.0	Neutral
covid-19 vaccine responses in patients with autoimmune dis… 	0.0	Neutral
we’re really getting through the #covidvaccine at an incredible pace to support the people of #warrington. collabor… 	0.4019	Positive
i suppose the problem for a lot of people in the uk at this crazy time is 3 fold.1. virus=mask vaccine.  governmen… 	-0.6652	Negative
this is where we’ve gone wrong by being so vaccine crazy. we should have held out for a pint. 	-0.6983	Negative
check out our latest paper on the chadox vaccine - more evidence to support the policy of an extended interval betw… 	0.4522	Positive
please please take the vaccine if offered. #vaccine #london 	0.5574	Positive
#teamrmch covid vaccines underway for #cyp another massive vaccination milestone 	0.0	Neutral
age 70's and over who are yet to receive their #covidvaccine are urged to contact  or by c… 	0.0	Neutral
when offered the covid19 vaccine have it &amp; help save lives, it’s safe &amp; doesn’t hurt. brilliant campaign by… 	0.8481	Positive
get that vaccine inside you. let's drive down the incidence of covid19 in worthing. 	0.0	Neutral
_soleil  so...... they would need to  have had the vaccine and also covid19 to compar… 	0.0	Neutral
astonishing difference in language + strategy on holiday travel bet. govt in early summer 2020 (when vaccine though… 	0.4019	Positive
covid-19 vaccines covered on  in the mirpuri language to improve on the low uptake amongst muslims/kashmi… 	0.2023	Positive
'von der leyen you're to blame! step down!' mep ferociously attacks vdl on vaccine mess 	-0.8585	Negative
what he’s getting at is that the vaccine worked - all mild cases. the media, in this part of the pandemic, should r… 	0.0	Neutral
the #covid19 vaccine roll out success by uk has nothing to do at all wi… 	0.5719	Positive
everything uk has done regarding #covid19 vaccine early approval by mhr… 	0.4767	Positive
#pluggedinbrighton #chrissez #covid19 #gigs #vaccinepassports 	0.0	Neutral
you were slow because you had ask 27 countries to approve the vaccines...that's lots of lives lost in that time !!… 	-0.4374	Negative
covid-19 vaccine push for needy in #northamerica gets hit by issues over mistrust, mobility 	-0.34	Negative
