Tweets	Compound	Analysis
 isn't it time for him to resign ? #borisjohnson #covid19 #chinavirus #ukparliament	-0.34	Negative
don't even think of allowing uk made vaccines to go to any eu country   . you cannot allow… 	0.0	Neutral
nigeria should fix health sector instead buying covid-19 vaccines - bill gates.#vacation @ united kingdom 	0.4215	Positive
_gm’s #covid19 #vaccines session footage is available on youtube -  your feedbac… 	0.0	Neutral
germany throwing their toys out the pram, they still haven't even approved using that vaccine yet 🤦‍♂️ 	-0.3252	Negative
all jabbed up #vaccine #covid19 	0.0	Neutral
on the whole #vaccine row ... anyone who has worked in pharmaceutical manufacturing will tell you there are always… 	0.0	Neutral
󠁧󠁢󠁳󠁣󠁴󠁿nhs mgt who acquiesce in johnson’s pr stunt should be named &amp; shamed- covid rules apply to all 	-0.5574	Negative
covid vaccination training completed ✅ the patient safety team will be supporting administering vaccines 🦠… 	0.6908	Positive
    i believe some of the early #covid19 vaccine stock came from eu factories	0.0	Neutral
today i had my first covid19 vaccine. i feel totally fine.  i was impressed they talked me through it, it wasn’t ju… 	0.6659	Positive
"""anglo-swedish company’s ceo pascal soriot for telling european reporters that covid-19 vaccines manufactured in th… "	0.0	Neutral
production of the oxford-astrazeneca covid-19 vaccine has resumed at a plant after it was suspended when a suspicio… 	-0.4767	Negative
#protip don’t take advice from antipsychiatry psychologists on whether to take covid vaccine - all the best quality… 	0.6369	Positive
good access to the covid-19 vaccine for those with learning disabilities - urgent proceedings issued against matt… 	0.5719	Positive
chief executive of the firm that makes the vaccine said one dose gave full protection from hospitalisation or sever… 	0.0	Neutral
20 cases reported in 128,000 vaccinated patients.coronavirus: israeli data supports pfizer vaccine effectiveness -… 	0.3612	Positive
i could be wrong, but isn’t the point of the vaccine that it prevents you become ill with coronavirus, not that it… 	-0.6486	Negative
covid-19: professor  and i as chair of elrec are advising that everyone should take the vaccine to s… 	0.0	Neutral
like, duh? || johnson says schools are safe – but increase spread of coronavirus - yahoo news uk 	0.6858	Positive
tough luck!bbc news - coronavirus: eu demands uk-made astrazeneca vaccine doses	-0.2003	Negative
  _goodall   i think it was the uk vaccine minister who f… 	0.0	Neutral
why a covid-19 vaccine could further imperil deep-sea sharks  via 	0.0	Neutral
i’ll keep you updated with how i feel for the first 48 hours or so.i may have no side effects or i may end up fee… 	-0.296	Negative
can you please not call him boris like he's a naughty boy. johnson please we need to depersonalise him 	0.7269	Positive
 hello. yes you can select bsl health access on the app a d use this at the covid19 vaccine appointment. as… 	0.4019	Positive
sheffield united players need to be given covid-19 vaccine. they need to be protected for more giant killing. #munshu	0.0056	Positive
coronavirus: astrazeneca defends eu vaccine rollout plan  	0.0	Neutral
i guess i’m getting the astrazeneca coronavirus (covid19) vaccination tomorrow lunch time!this is the current sch… 	0.0	Neutral
covid 19 - a belief or view that harms people is totally unacceptable. #covid19 #vaccine	-0.7574	Negative
  why does there seem to be a news blackout re the bomb/security alert at the swindon vaccine centr… 	0.296	Positive
britain provides its first dose of covid-19 vaccine to more than 20 million 	0.0	Neutral
woohoo! booking now open for #covid19 vaccination for my age group 60 +. appointments for 1st jab this friday then… 	0.5562	Positive
vaccine minister,  tells  that 800,000 people have now had their second #vaccine dose. th… 	0.0	Neutral
the (not) vaccines are not traditional vaccination in the sense we know vaccinations.   you know we know this, you… 	0.0	Neutral
hello it's me, your local friendly vaccine pusherover 60s can now book on the nhs website. see you soon :) 	0.7351	Positive
this thread ...superb cannot wait for my ennui jab..#covid19 #eu #vaccinated 	-0.296	Negative
would you feel safer if your chauffeur had been vaccinated ??? #covid19vaccine #covid19 _uk … 	0.5171	Positive
jab day today. bring it on .... #vaccine #covidvaccination #covid19	0.0	Neutral
just got my second dose of the covid-19 vaccine  - very efficient, organised and safe set up here at louisa jordan.… 	0.7178	Positive
#coronavirus #johnson and government face urgent calls for tough border measures facing arrival of #brazilian varia… 	0.0772	Positive
time for the first vaccine dose  #covid19 #covid19vaccine	0.0	Neutral
no idea when i’ll get asked back for my second jab but i’ll be there like a shot (pun intended!). 	0.4482	Positive
one missing person causing panic. just shows how precarious the situation still is. #covid19vaccine #coronavirus #brazilvariant	-0.6705	Negative
we are absolutely delighted to be supporting  &amp;  in getting the jabbernaught on the roa… 	0.7574	Positive
two hours later finally out of the place jab done   #covid19 #covid19vaccine	0.0	Neutral
the jabbernaught is hitting the road!  delighted we could play our part in helping getting the covid-19 vaccine out… 	0.8016	Positive
 r. kelly receives second dose of covid-19 vaccine  	0.0	Neutral
surprised to see the president of ghana getting vaccine through #covax scheme  wife and kids next, then politician… 	0.2263	Positive
the chair of labour friends of #kashmir,  encouraging the community to take up the #covid19vaccine let’s… 	0.7579	Positive
please take your vaccine when you are offered  	0.3182	Positive
why not zoom into this expert panel for really useful information about the covid-19 vaccine. no question is too sm… 	0.2484	Positive
so happy my mum has been booked in for her first covid-19 vaccine jab on 5th march!	0.6468	Positive
global hiv vaccines market size, share,top leading players, covid-19 impact analysis and ...: hiv vaccines market f… 	0.0	Neutral
on monday, 1st march 2021,   were at the 37 military hospital to take the covid-19 vaccine pu… 	0.0	Neutral
the methods are not new, please tell us, what happened to the animals in the tests of other coronavirus vaccines?… 	-0.2411	Negative
end of the day, businesses can be rebuilt and or replaced, lives can’t.  for too long boris johnson and the tories… 	0.0	Neutral
another day a different vaccination centre  everyone is actually so happy to get their vaccine and it feels so goo… 	0.6948	Positive
i've had my #covid19vaccine!  just a jab, no side effects whatever!#covid19	-0.4184	Negative
nearly a quarter of nhs staff in london have not taken up the covid-19 vaccine. #nhs	0.0	Neutral
#newshungarians are now receiving china’s sinopharm vaccine as well as the russian jab, after viktor orbán broke… 	0.2732	Positive
people aged over 60 can book covid-19 jab from tomorrow 	0.0	Neutral
británicos afirman que según estudios, una dosis de las vacunas  pfizer y astrazeneca protegen y evitan hasta en u… 	0.0	Neutral
news in from the hubby ...... first vaccine dose tomorrow  #covid19 #covidvaccine #deployment #medic #excited… 	0.0	Neutral
5 weeks since i had the covid vaccine and i’m still under what can only be described as house arrest. #covid19 #astrazeneca #vaccine	-0.34	Negative
more expert reaction to these encouraging real world results re oxford and pfizer-biontech #covid19 vaccines… 	0.5267	Positive
 now that we (the uk) have started to provide 1st-jabs to the ages that primarily spread the #covid19 inf… 	0.0	Neutral
biden lied that covid was out of control until the day of his inauguration and that there was no vaccine. perhaps h… 	-0.5859	Negative
'it was not mysterious circumstances, misfortune or coincidence that led to the vaccine fiasco. it was bad politica… 	-0.7783	Negative
do not rollout covid-19 vaccine passports! why??? 	0.0	Neutral
_scottow80 #irli am patiently waiting for my vaccine so then i can do this 	0.0	Neutral
#covid19 टीकाकरण पूरी तरह से सुरक्षित विकल्प है। आरोग्य सेतु द्वारा  पंजीकरण विधि। #covid19vaccine… 	0.0	Neutral
could it be because they are struggling to sort the second jab ? 	-0.4215	Negative
i’ve felt like superman all day today after having the vaccine  #covid #vaccine #covid19vaccine #covid19	0.3612	Positive
first covid-19 vaccination booked for 2 weeks time followed by a booked 2nd jab in june i'll be getting the needle 	0.0	Neutral
nearly as slow as the u.k government at ... well nearly everything to do with this pandemic (apart from vaccines wh… 	0.2732	Positive
note to myself, don’t give an armful of blood and have the coronavirus vaccine on the same day. my arm hurts!	-0.5255	Negative
my brothers up east will reproduce this vaccine🤣🤣🤣🤣 	0.0	Neutral
a vertical edit for mobile viewing, for a piece i shot about buying illegal prescription drugs online.  	-0.5574	Negative
"twitter says it is going to start applying labels that ""may contain misleading information"" about #covid19 vaccines… "	-0.4019	Negative
survey finds tumbling trust in boris johnson’s handling of pandemic 	0.5106	Positive
amen! this is amazing news!!! #takethevaccine #antineedle 	0.7156	Positive
all these questions people ask me why iv had the injection early .... my answer is none of your bees  wax  ✌✌✌… 	0.0	Neutral
it's coming! a year ago this would've been a clear discrimination to people who just don't want to get a vaccine.… 	0.396	Positive
#coronavirus live news: #japan confirms new #covid strain; rich countries stockpiling 1bn extra vaccine shots 	0.5267	Positive
uk government : people with asthma should be in group 6 for covid-19 vaccine. - sign the petition!  via 	0.0	Neutral
pm urged to give vaccine priority to people with learning disabilities	0.0	Neutral
hope for greece summer hols without testing for brits that have had jab 	0.4404	Positive
interesting to see that covid-19 vaccine effectiveness increases at a similar trajectory to the growth in compressi… 	0.6486	Positive
having just had the first dose of the pfizer #covid19 #vaccineuk this is great news: new study reveals how effectiv… 	0.6249	Positive
the fastest way to end the #covid19 pandemic is to make safe and effective #vaccines available to everyone on the p… 	0.7184	Positive
thought they gave 2jabs in 3weeks 	0.0	Neutral
#covid19 looking like gov is giving up the 2nd jab	0.5994	Positive
very clear nhs guidance on #covidvaccine and #breastfeeding and #pregnancy. tldr: no reason to refuse the vaccine i… 	-0.1298	Negative
such great news to hear  will donate #covid19 vaccines when the uk population hasn’t even been vaccinated yet...	0.6249	Positive
this is really good news: the most vulnerable and health and care workers offered covid-19 jab as government hits t… 	0.6369	Positive
i just took the coronavirus vaccine to protect myselve from this horrible disease. 	-0.3664	Negative
 what’s happening in our little part of land floating in space with the vaccines? #scotland is it just… 	0.0	Neutral
just had my first dose of covid-19 vaccine!  if you are a anti- vaxxer/anti-lockdown, covid denier, and you follo… 	-0.6239	Negative
 many thanks for coronavirus vaccine. 	0.4404	Positive
  i wonder how many people worrying about covid19 vaccines being used to track them haven't… 	-0.34	Negative
i’ve had my #covid19 #vaccine  how amazing that our area is already at the point of vaccinating the medically vu… 	0.5859	Positive
uk ‘a lot more normal by may’ as jabs ‘doing job’ in cutting cases-live 	-0.128	Negative
great initiative! #vaccinessavelives #preventionbetterthancure #inthistogether #globalhealth #cwpams #cphoghfellows… 	0.6588	Positive
just had my letter inviting me to have the covid-19 vaccine.well done nhs wales	0.3182	Positive
just had the pfizer covid-19 jab  (@ leigh sports village -  in leigh, lancashire) 	0.0	Neutral
_it_a_bridgex how are people who don’t want the covid19 vaccine making it harder for young people to get the vac… 	0.0772	Positive
celebrity advert urges ethnic minorities to get covid-19 vaccine  via 	0.0	Neutral
choosing to wait near the source of fresh airvaccine  time for thisnew, not so new, shielder  i did prefer t… 	0.3182	Positive
.::. just had my first dose of the covid-19 vaccine. quick painless jab.thanks  thanks   	0.6249	Positive
first jab . the staff and volunteers are fantastic. please take up the vaccine when called by your… 	0.7096	Positive
first covid jab yesterday afternoon. apart from pins n needles down my arm so far no problems. felt like a dead arm… 	-0.8043	Negative
frontline nhs staff at risk from airborne coronavirus, boris johnson warned 	-0.4939	Negative
”it’s a risk too far”_manchester are calling for the urgent roll out of the second #coronavirus jab for care… 	-0.0772	Negative
well this has got me very excited   #coronavirus #coronavirusvaccine 	0.5849	Positive
good news as i'm one very satisfied customer of the amazing mrna pfizer biontech vaccine so far. 	0.8687	Positive
hi everyone, i may not be posting on twitter on sunday as i must prepare for my first coronavirus vaccine in the… 	0.0	Neutral
the covid-19 vaccine is our route back to normality. ignore the disinformation and join roy &amp; i by taking the vacc… 	-0.0772	Negative
i’m relieved and very grateful to have received my covid-19 vaccine today.i urge everyone who is offered it to ha… 	0.7089	Positive
vaccine justice is needed . . . how about receive a vaccine, donate a vaccine for a start? #vaccinejustice… 	0.5267	Positive
safety and efficacy of the bnt162b2 mrna covid-19 vaccine | nejm 	0.4215	Positive
une seule injection pfizer donne 85% protection selon une étude en israël. a single dose of the vaccine from pfizer… 	0.0	Neutral
wise words! if you get offered a jab, take it... 	0.5255	Positive
interesting thread on vaccine dosing evidence 	0.4019	Positive
so looking forward to my covid-19 vaccine on monday 🥺 #covid19vaccine	0.0	Neutral
#vaccinehoarding by rich nations is akin to joe public buying up all the toilet rolls!#vaccine #covid19	0.5983	Positive
. patents are restricting production of covid-19 vaccines, causing delays to the fight against the viru… 	-0.6369	Negative
new: uk pm boris johnson's health secretary acted unlawfully over multimillion pound coronavirus contracts amidst a… 	0.0	Neutral
hackney’s own community insight leader and vaccine heroine flo - so pleased that you are on your way to being safe!… 	0.8012	Positive
close to 50,000 covid-19 vaccine doses given to isle of wight residents 	0.0	Neutral
the #covid19 pandemic is unlikely to end until there is global roll-out of vaccines. in his special remarks to our… 	0.4019	Positive
 contribution to the #covid19 #digitalvaccinepassport discussion, including 12 tests to be met - well… 	0.0	Neutral
wow, 50k vaccines. an amazing milestone #getvaccinated  	0.8225	Positive
i’ve got my #covid vaccine booked for next week.when i think back to the first lockdown a year ago and where we a… 	0.0	Neutral
thank you to _uk today i got my first #covid19 vaccine 🦠	0.3612	Positive
so pleased we were able to support this today - the first of many paediatric patients to receive their vaccine i ho… 	0.7089	Positive
i’m pleased there is a good uptake of the #covid19 vaccine in #bromfordandhodgehillit is worrying that there is a… 	0.5267	Positive
he says there was no vaccine so what did kamala harris have injected and told everyone to get before he was sworn i… 	-0.296	Negative
why 4 billion to help poorer countries? uk gives free vaccine to poorer countries or sell in cheap? corruptive j… 	0.3313	Positive
illegitimate joe b &amp; kh should ask compensation from ccp xi to pay vaccines gor poorer countries.why ask money fr… 	-0.4404	Negative
 this for az...similar data from pfizerin fairness - this would have been expected (according to m… 	0.0	Neutral
waited for my mum to get her #covid19 vaccine today. love this 180 year old pharmacy. ⚕️ an original #apothecary 🧪… 	0.7579	Positive
_ca covid-19 doesn't care about your politics. neither does the vaccine.	-0.3875	Negative
#borisjohnson that’s before you send all children back to school ☹️ 	0.0	Neutral
thank you for sharing your experience!  loved love to share you pics and experiences of the vaccine tag is on… 	0.9422	Positive
. to beat covid, the technology for vaccines and treatments must be made freely available. please suppo… 	0.6369	Positive
delighted our report is finally out!we hope this shifts conversation from #vaccines  hesitancy towards trust-bu… 	0.68	Positive
#vacine #covid_19 #nhs i have had my covid19 #jab @ london, united kingdom 	0.4215	Positive
israeli style vaccinations- free drink after you get your jab...in the pub! definitely would catch on here! 	0.7639	Positive
good to see wide coverage of  and  faq on covid vaccines and fertility.  … 	0.4404	Positive
. my question is...  #talktotom # can you assist me with the vaccination covid-19 jab asap.	0.0	Neutral
"so boris johnson is expected to announce a ""roadmap"" for easing covid restrictions in england on monday! what’s you… "	0.3164	Positive
hi  or ! just a query, my mum has 'a negative' antibodies and she has her covid-19 vaccine on m… 	-0.6114	Negative
couldn’t be more humbled being part of #covid19 #vaccine programme working with truly remarkable, tirelessly commit… 	0.7579	Positive
of all the people i know that have had the first jab they have all been sent a letter saying they have to wait mont… 	0.0	Neutral
great idea sean you do understand the vaccine doesn’t stop you contracting covid and they don’t know if it stops yo… 	0.3182	Positive
this is the start of compulsory vaccine by stealth.  had a vaccine you can fly.  not had one ok you can fly but, co… 	-0.1516	Negative
a fraudster claiming to work for the nhs injected a 92-year-old woman with a fake covid-19 vaccine, city of london… 	-0.765	Negative
wait until they discover how many of the scientists who worked on the oxford astrazeneca vaccine aren’t actually en… 	0.0	Neutral
pfizer study suggests vaccine works against #covid19 virus variant. 	0.0	Neutral
this is fucking ridiculous. anyone who refuses a vaccine because it isn’t “the oxford one” should be out right to t… 	-0.4201	Negative
welcome news. #vaccine #covid19 	0.4588	Positive
let them wait, make mine a pfizer! 	0.0	Neutral
cracking show this. can't wait. i love leeks....#sitcom #80s #covid19 #comedy #borisjohnson #viral #toriesout… 	-0.5216	Negative
brazil announces “fantastic” results for china-made #covid19 vaccine, but details remain sketchy… 	0.0	Neutral
people in the uk have been said to be waiting for the oxford vaccine as they ‘want to wait for the british one’ 🥴 #coronavirus #uk #vaccine	0.0	Neutral
there’s bad calls, and there’s “i don’t understand science, how long vaccines take to work, the lag effect between… 	-0.7096	Negative
a nasal spray works as well as a vaccine and 7800% more effective than a mask. … 	0.6697	Positive
‘they took our jabs!’  	0.0	Neutral
  how did this old man get his 2nd covid injection so soon when you said there would be 12… 	0.0	Neutral
be interested to know why stanley johnson gets his second covid jab when myself and other front line nhs staff have… 	0.4019	Positive
if one single premier league footballer gets the vaccine before my mum i’m going to kick off 	0.0	Neutral
wow!ingerlish vaccines for ingerlish people, ingerlish variants for ingerlish patients.staggering xenophobia fr… 	0.0	Neutral
pfizer/biontech vaccine appears effective against new coronavirus variants via 	0.4767	Positive
iranian #leaderkhamenei restricts import of us, british covid-19 vaccines 	-0.3182	Negative
my 88 year old gran gets her first vaccine today. after nearly a year of only being able to see her through glass a… 	0.0	Neutral
its arrived the much anticipated az vaccination #astrazeneca #covid19 #covidvaccine 	0.0	Neutral
the definition of a wanker. nhs staff are having to wait 12 weeks for a 2nd vaccine, many can’t get booked in, and… 	-0.5423	Negative
so stanley johnson has his second dose of the covid-19 vaccine but my father who's five years older and has health… 	0.0	Neutral
my mother in law who is also five years older and has health conditions gets her first dose of the covid-19 vaccine today.#stanleyjohnson	0.0	Neutral
 just delightful. got my second covid-19 vaccine tomorrow too which might have side effects of chil… 	0.5859	Positive
“last september, michael heseltine captured johnson’s leadership style: he ‘waits to see the way the crowd is runni… 	0.0	Neutral
i get that there are legitimate concerns but please rest assured, all the vaccines being given in the uk have been… 	0.7351	Positive
funny as seeing all the people moaning it didnt matter pfizer rushed through the vaccine because old people needed… 	0.3455	Positive
"wonder how many of the people trying to make vaccines mandatory to protect the ""elderly"" were saying that the old p… "	0.4404	Positive
finally got the 1st dose of the covid-19 vaccine 	0.0	Neutral
la vacuna de pfizer parece efectiva contra las cepas británica y sud-africana. 	0.0	Neutral
please sign/share so we can get the vaccine we deserve!  #covid19… 	0.3802	Positive
pfizer/#biontechvaccine effective against mutation in new coronavirus variants, study finds 	0.4767	Positive
stupid pricks........is what those little britainers think of pfizer. 	-0.5267	Negative
covid-19 vaccine calculator predicts your place in the queue for a jab 	0.0	Neutral
 covid-19 vaccine done ✔️ fast efficient service from the vaccine team bournemouth site. thank you so grateful #vaccine #pfizerbiontech	0.8221	Positive
pfizer vaccine works against new variants, study shows as tests come in for uk travellers - follow live 	0.0	Neutral
uk could approve moderna's covid vaccine todaythe united kingdom's medicines and healthcare products regulatory ag… 	0.4215	Positive
a relative is getting her first jab today. the relief is unreal! it’s really quite emotional. #covidvaccination 	0.6771	Positive
be aware about covid-19 vaccine conmen.	0.0	Neutral
the pfizer &amp; moderna vaccines are actually hugely exciting from a science point of view &amp; the technology will allow… 	0.5413	Positive
 johnson is little more that a ruthless opportunist. under the veneer of doing what is best for britain i… 	0.6872	Positive
coronavirus latest news: moderna vaccine approved for uk use	0.4215	Positive
please stay at home everyone. these are deeply serious times. we are in a race now. the moderna vaccine has been ap… 	0.1796	Positive
another vaccine the xenophobic of the country won’t want. i’ll have it now please  	0.3818	Positive
great news with our procurement of vaccines. the government will be judged on the effectiveness and efficiency or t… 	0.765	Positive
today my lovely 90 year old grandma got her covid vaccine  #covid19 #vaccine #vaccinations #pfizervaccine  ......… 	0.5859	Positive
uk approves moderna covid-19 vaccine via 	0.4019	Positive
helpful update on progress on the  covid-19 vaccine in eu from _news head emer cooke. 	0.6808	Positive
third vaccine approved in the uk 	0.4215	Positive
early data from pfizer shows its vaccine appears to work against certain covid-19 variants  	0.2732	Positive
can’t believe the u.k. has more approved coronavirus vaccines than sheffield united have points this season 🤣🤣🤣	0.7089	Positive
can they then send the vaccines to the low-middle income countries where we are not going to reject it?  i would… 	0.3089	Positive
a 3rd vaccine approved.we will update websites asap.the issue of course is lack of staff to administer the vaccin… 	-0.3182	Negative
fab idea from  to help get the vaccine out     … 	0.6908	Positive
another excellent session from  discussing vaccine hesitancy &amp; addressing it, now on their youtube channe… 	0.4215	Positive
so the prime ministers dad has recieved his 2nd jab when all around the country and in particular here in east corn… 	0.0	Neutral
thankful to have had my first covid-19 jab today 	0.5719	Positive
covid-19: single vaccine dose leads to 'greater risk. this is what i have been saying as a former hiv campaigner a… 	0.1027	Positive
covid vaccine complete!! ☺️ #covid19 #covidvaccination	0.0	Neutral
third covid-19 vaccine approved for uk use 	0.4215	Positive
scientists have said should the pzifer-biotech vaccine equally effective against both variants. this is great news… 	0.802	Positive
definitely worth tuning into for anyone interested in the vaccine role out in #palestine 	0.743	Positive
should make it mandatory then vaccine passports to live and work and shop normally when we do return to normal! the… 	0.1511	Positive
still waiting for the peckham spring vaccine. 	0.0	Neutral
after much procrastination, i decided to have my #covid19 #vaccine. it's in best interest of population &amp; of course… 	0.802	Positive
stanley johnson, who is taking out french citizenship, and is in that well known #covid19 at risk group - 'related… 	0.0	Neutral
when is the first drone covid-19 vaccine delivery? #drone #vaccine   	0.0	Neutral
#coronavirus #covid19uk #nationallockdown #covid19 #covidvaccine #wearamask #wearadamnmask #maskup #wfh #backtowork… 	0.0	Neutral
_practice my parents have been isolating since feb20. on arrival for dads #covid19 #vaccine time slot met th… 	0.0	Neutral
"""early data from pfizer shows its vaccine appears to work against certain covid-19 variants""  "	0.2732	Positive
"wasn't he not telling us all to ""jab and go"" this week? or was the ad that went viral merely an illusion because i… "	0.0	Neutral
why do we need yet another vaccine. is every country going to produce one? and why have our government spent 17 mil… 	0.0	Neutral
wow. people are just so stupid. if you’ve had a fine maybe you have to pay for your whole family’s jab. might liste… 	-0.0429	Negative
why was this kept secret.  150,000 vaccines wasted???? 	0.0	Neutral
 disgusted hubby's 2nd covid jab cancelled as obs not following the science set out by _uk… 	-0.6597	Negative
just had my first covid-19 vaccination. thank you science. thank you pfizer.  thank you mk medical centre. thank yo… 	0.8402	Positive
third vaccine approved... 	0.0	Neutral
got my appointment for my covid19 vaccine. next wednesday. sorted.	0.0	Neutral
as foreseen and foretold. but not by johnson. 	0.0	Neutral
can’t believe my mother 89 has had to wait in a freezing car for 1hour because of delay on giving vaccine at moreto… 	-0.0772	Negative
so i had my covid-19 vaccine yesterday, and my arm is horrendously swollen and sore...must be that chip that the go… 	-0.4404	Negative
#covid19 68,000 new cases.over 1300 deaths.#johnson and #williamsonmustgo must have known these numbers were on the… 	0.0	Neutral
great news that vaccines are becoming available but is the uk becoming the world's lab rat when it comes to the tes… 	0.3716	Positive
i just have had my second covid-19 pfizer vaccine. thank you to sister sarah king and all staff at medway and all t… 	0.3612	Positive
this is the original article for the pfizer vaccine. safety and efficacy of the bnt162b2 mrna covid-19 vaccine | ne… 	0.6249	Positive
why are medical staff having to throw away 1 in 6 vials of vaccine away? what a waste! 	-0.4753	Negative
opening up over xmas was such a smashing idea. say vaccine enough and we might forget who did this 🤬 	-0.2263	Negative
good news: as reported on , the uk has approved _tx’s coronavirus vaccine  it has 94% ef… 	0.6908	Positive
so turns out , it’s a bit different to a bad flu season ! #covid19 #handsfacespace #vaccinessavelives 	-0.75	Negative
great partnership working  #leeds #covid19 #vaccine#hilltopsurgery   	0.6249	Positive
here i am with camden gp dr aythen sohrabe. so grateful to have just #hadmyjab – it was quick, easy and painless. t… 	0.8388	Positive
i dread to imagine what the landscape would look like if we didn’t have the vaccine coming. in a period of constant… 	-0.128	Negative
my 95 y/o grandmother was given her 1st covid-19 vaccine today.enormous thanks to everyone who made this possible:… 	0.4404	Positive
maybe this approval of a third #covid19vaccine will unblock the supply chain issues and result in a more even and r… 	0.4767	Positive
just got the vaccine!!!!! #covid19 #nhsblueheart #covidvaccine	0.0	Neutral
after what i heard on the news today about an elderly lady paying someone at her door for the vaccine (who knows wh… 	0.0	Neutral
if only boris johnson had put london in lockdown in october when he imposed tier 3 restrictions on liverpool and ma… 	-0.0772	Negative
#antivaxxers need to read this. #covid19 #vaccine	0.0	Neutral
thank you  for giving your staff the #covidvaccine. and thank you to the vaccinators who provide service with… 	0.7506	Positive
could new #covid19 variants undermine vaccines? labs scramble to find out  researchers race… 	-0.296	Negative
suddenly a lot more grateful that i have had the 1st dose of the pfizer jab  	0.5095	Positive
do you think premier league footballers should get early access to the covid-19 vaccine? 	0.0	Neutral
#israel has refused a #who request to provide #covid19 vaccine for #palestinian medics. 	-0.296	Negative
the sanofi/gsk vaccine candidate showed insufficient immune response in older adults &amp; have delayed launch till end… 	0.0772	Positive
first covid-19 vaccine at work today! one step closer to seeing my family and the hugs to commence! we can do this!… 	0.6219	Positive
 i need to talk to someone about my covid-19 pfizer vaccination today. i'm alright, i just have a query… 	0.25	Positive
scammer tricks 92-year-old into paying for fake covid-19 vaccine  do you know this scumbag?	-0.8625	Negative
in better news, my parents have now had both doses of the pfizer #vaccine huge peace of mind &amp; on the road to happier times 🥰#covid19	0.9022	Positive
i've been jabbed with the janssen trial covid-19 vaccine (or a placebo)! thanks to the amazing staff… 	0.7901	Positive
to be fair this could be because it’s not an mrna vaccine which people seem more suspicious of 	-0.1263	Negative
resign, sturgeon! galloway tells snp chief she must go over covid vaccine farce 	-0.6588	Negative
how/when will my elderly mother who is living alone in the community hear when she will get covid19 vaccine? she’s… 	-0.25	Negative
⚠️be aware of scams around the #covid19 #vaccinations the vaccine is free of charge and you will not be expected… 	-0.128	Negative
so now we are getting daily updates on how many people have been (half of course) jabbed, like we did with the test… 	0.3612	Positive
the eu with its huge economy of scale delivers value for money in mass purchases of #covid19 vaccines to its citize… 	0.5719	Positive
he may well be right, but it is definitely morally wrong that pro footballers should get a vaccine before 80 year o… 	-0.0129	Negative
great to hear that 3 of my friends who work in the nhs, all at different hospitals, have already received their first covid-19 vaccine.	0.802	Positive
petition: prioritise covid-19 vaccines for first responders (police, fire, ambulance) 	-0.34	Negative
  sadly these vaccines have come too late for the thousands of people who will probably lo… 	-0.4215	Negative
how the **** has he had both vaccine shots? 	0.0	Neutral
thank you god. #covid19 : uk approves use of moderna's coronavirus vaccine and orders 10 million more doses | uk ne… 	0.743	Positive
that’s an extra 3,117 vaccines with cwm taf morgannwg health board.taking the total #covid19 vaccinations in wale… 	0.0	Neutral
interesting thread on #vaccines.. five or six doses in a phial? and changing guidance 	0.4019	Positive
a worth remembering day: 08/01/2021today was a blast! covid ward pull-out and covid-19 vaccine! 3 days off final… 	0.3578	Positive
"are you going for the ""covid"" injection ?do you want a reliable taxi to take you there and back?give jms topgear… "	0.168	Positive
 i’m done! second jab today. #covid19 #verygrateful 	0.0	Neutral
another vaccine to help in the race against covid-19 - coming soon  	0.4019	Positive
  #borisjohnson  #nhs #covid19 	0.0	Neutral
the uk might be fuckin up with covid but at least we got 3 vaccines on the go 🤞🤞 	0.0	Neutral
so it takes time to become immune after the vaccine &amp; it needs doing every 6 months? the government has spent milli… 	0.296	Positive
coming to the uk in april. johnson did not order 	0.0	Neutral
will someone sort out the mess we are in because the  government is losing control  #covid19 #nigthmare #borisjohnson	-0.6249	Negative
"sick &amp; tired of seeing young #nhs workers posting online ""just got my first shot of #covid19 vaccine, so should you… "	-0.7351	Negative
"in 72 hours ""we"" as a healthcare team delivered over 1200 doses of the covid19 vaccine! i'm surrounded by amazing p… "	0.6239	Positive
good news about the moderna vaccine being approved. famously dolly parton put a million dollars into the developmen… 	0.6908	Positive
  fine for the pm’s father to be 1st in line for the jab while my mum, 95 and living al… 	0.2023	Positive
happy to be receiving my first covid-19 vaccination dose! #covid19 #covid19vaccine 	0.6114	Positive
hearing people are refusing the #vaccine... seriously, trust the science, let's get this done with and let's get ba… 	-0.0258	Negative
this is the site that you need to visit for up to date information on the covid-19 vaccine roll out in suffolk. 	0.0	Neutral
but has nevertheless come to the same conclusion - the covid19 vaccine is safe! 	0.63	Positive
coronavirus vaccine: councils in england to get £23m to encourage high-risk groups to get vaccinations 	0.5106	Positive
well done sumel! such an important message to spread - the more people who have the vaccine when invited to do so,… 	0.4926	Positive
councillor mohammed shafiq promoting awareness about covid-19 vaccine.	0.3612	Positive
we are delighted to have started our covid-19 vaccination clinics. gp’s have been asked to provide vaccines for tho… 	0.5106	Positive
so many haters questioning why vaccines aren’t rolled out ‘fast enough’. _eilir sets out a great thread on t… 	-0.0109	Negative
⚡️grab your jab⚡️great signage &amp; encouragement for the #covid19 #vaccine throughout the hospitals _nhs avai… 	0.4215	Positive
mums #covid19 #vaccine booked in for tomorrow. great news!	0.6588	Positive
hello, a group of us have come together to encourage people from ethnic minority communities to take the vaccine. p… 	0.5106	Positive
