Tweets	Compound	Analysis
Month long ago I stopped posting on the coronavirus, but this is very worrying. The vaccine is not going to arrive at time ... 	-0.611	Negative
In Spain the first doses of the vaccine against # Covid19, from Pfizer. It is an advanced game with which ... 	0.25	Positive
Covid-19: Germany, Hungary and Slovakia begin to apply the #coronavirus vaccine 	0.0	Neutral
Since March watching images of arms of people and nurses putting vaccines, brave days of news remains c ... 	0.5267	Positive
There are those who are lost in the wrappers and does not reach the essence ... the vaccine is already here. There is hope ... !! 	0.2755	Positive
Araceli, from Guadalajara, receives the first vaccine against the Covid-19 in Spain via _ser 	0.0	Neutral
The PP bothers them too much that he has already arrived the vaccine against the VOCID19. Because they are finished ... 	-0.2023	Negative
Anyone else set the lady has been signed before you put the first vaccine? It must be like when you undertake u ... 	0.3612	Positive
Let's see if the unbelievers, anti vaccines, demagogues, fearful and other spying seeing this. # Yomevacuno (in quantity ... 	-0.6705	Negative
The vaccine arrives. It has already come to other places in the world (world powers). But ... I have not listened yet or read ... 	0.0	Neutral
"It seems interesting to me this ""note on the morality of the use of some vaccines against the COVID-19"": ... "	0.4019	Positive
First person in # Spain that receives the 1st dose of the # Covid_19 vaccine 27/12/2020HAY to follow Cui ... 	0.0	Neutral
Hopefully today is the first day of victory. People should not relax aunqie have a vaccine, we must continue to have ... 	0.0757	Positive
The first doses of the vaccine in front of the # Covid19 reach # Cantabria.The vaccination equipment of ... 	0.0258	Positive
Araceli has already received the first patch of the vaccine, comes with: - Integro system of GPS by Google Maps- notification ... 	0.0	Neutral
# Buenos, if you had 90 years old and the coronavirus has not killed you, you would have the vaccine? 	0.5559	Positive
Minutes before 10:00 10 have arrived this morning to the clinical hospital of #Zaragoza, the first vaccines for the ... 	0.0	Neutral
Two residences in #Sanpedrodelpinatar and #churra will be the first to receive the vaccine at the # Regionmurcia. ... 	0.0	Neutral
The first vaccines and the new variant of the coronavirus arrive 	0.0	Neutral
I promise that I see these images of the vaccines arriving in Santiago, I want to clap. For the first time in this an ... 	0.3818	Positive
Historical moment: Araceli, 96, first woman in receiving the vaccine against the Covid-19. the beginning of the end… 	0.0	Neutral
General Castaño, General Command of Ceuta, delivering vaccines against # Covid19 a ... 	0.0	Neutral
big congrats for all yours efforts during these years in arn vaccines research. big thanks for your time a… 	0.743	Positive
The distribution of vaccines against the Covid19 has begun. Three GES helicopters are directed ... 	0.0	Neutral
This is a milestone for science! A safe investment. In 9 months several vaccine. #Yomevacuno when I touch. buttonhole… 	0.4926	Positive
Welcome be the coreavirus vaccine! and that all the Spaniards and the rest of the planet save us from this ... 	0.7574	Positive
Araceli, the first Spanish to receive the vaccine against # Covid19. Today will go to #history, today is ... 	0.0	Neutral
#ULTIMAHORA 11: 15H, the first doses of vaccines against # Covid19 from the blood bank come out. It goes to the ... 	0.0	Neutral
Is anyone going to tell us the name and age of the lady who has put the first vaccine against the coronavirus ... 	0.0	Neutral
If there is a country in which political attacks were going to be done until the arrival of the vaccine was going to be Spain. No H ... 	-0.6249	Negative
Historic the image of Araceli and his vaccine. He refuses the importation of the public, the need to bet on a hundred ... 	0.0	Neutral
The first doses of the # Covid19 vaccine have already arrived at #SANPEDRODELPINATAR and # Churra. ... 	0.0	Neutral
Nurses Specialists in Family and Community Nursing today administer the first vaccines against the Covid ... 	0.0	Neutral
Today 12/27/20 is a day that has entered the story after supplying the first vaccine to finish with ... 	0.0	Neutral
Sticker of the Government of Spain? The vaccine does not make it Pfizer? and from Europe? what? I put my sticker that is muuu ... 	0.0	Neutral
Today is a historical day in # Spain, at least for this 2020 that finally ends up. The vaccine comes against the ... 	0.0	Neutral
The expected vaccine arrive at the Ajuria de Vitoria Center Vaccines against Covid-19 	0.0	Neutral
A free vaccine to an old woman from a public residence, placed by a nurse of public health. Sue ... 	0.5106	Positive
At good time when the socialist miserables have given millions of vaccine doses of the c ... 	0.4404	Positive
Francisco Guerrero ... The first Navarro citizen in receiving the # Covid19 vaccine 	0.0	Neutral
Historical Day for this 2020. That the kings bring us vaccines for all 	0.0	Neutral
Josefa and Manuel are the first Murcia to receive the vaccine against the Covid-19 in the region ... 	0.0	Neutral
They have been very hard months, but today is a day for hope and joy. The coreavirus vaccine is already ... 	0.8659	Positive
Malaga today puts the first vaccines against the coronavirus to overcome the pandemic. # mlgalmomento 	0.0	Neutral
"jajajajajaja is a roll. ""We are already improving from Coronavirus and we have the vaccine"" The virus: "	0.4215	Positive
Half a world does not have any medication or vaccine, and here all this media hustle over by the # Covid19 em ... 	0.0	Neutral
The GES helicopter with the first vaccines that will begin to be distributed by the different ... 	0.0	Neutral
The discoveries of Katalin Karikó have been fundamental to make possible the two main vaccines that PU ... 	-0.4278	Negative
Josefa, 83, first person in putting on the vaccine at the # Regionmurcia. 	0.0	Neutral
Reception of the 1,200 first vaccines against the COVID-19 that will be administered in the Community of Madrid Em ... 	0.0	Neutral
Josefa and Manuel are the first Murcia on receiving the vaccine against # Covid19 in the # Regionmurcia. ... 	0.0	Neutral
Historical Day in Spain, of emotion and joy, but also of Congoja for those who are not there. This vaccine gives us ... 	0.34	Positive
Araceli, 96, is the first woman vaccinated against the Covid-19 in Spain #Juliomontecel #Madrid # vaccine ... 	0.0	Neutral
It is very exciting to see our elders - who have suffered so much - receiving the vaccine # Covid19 with those reflex ... 	0.0754	Positive
_ It is I said between 5 and 10 years to be reliable vaccines and with all the phase ... 	0.0	Neutral
Nicanor, 72 years old, the first of Madrid in receiving the vaccine against the Covid-19 	0.0	Neutral
At last the vaccine came and with her the hope that this nightmare finishes as soon as possible. # Yomevacuno # Covid19 	0.4404	Positive
The vaccine against # Covid19 arrives in Murcia but, now more than ever, we do not lose the sense of responsibility ... 	0.438	Positive
Interesting thread on the vaccine! I recommend 100% read it. Thank you! 	0.8065	Positive
Fuck as he sat Pablo married. That the philocommunist government and eTars. They strain the vaccine against Coronavirus. 	-0.5719	Negative
I would be handsome that you put a field with the vaccine data set 	0.4939	Positive
The first vaccine against the Covid19 in Málaga is for a user of the public residence of El Palo, it is called e ... 	0.0	Neutral
For the doubts of the vaccine, let's get out of this 	-0.296	Negative
48,000,000 Spanish × 2 dose × 17 euros dose = 1,632,000 euros, but we only invested 30 in the Spanish vaccine ... 	0.0	Neutral
married that you say ???? If you do not endorse that the Spaniards already have the vaccine. What was our pr ... 	-0.4445	Negative
hello vaccine, bye covid!  #yomevacunosafety and efficacy of the bnt162b2 mrna covid-19 vaccine | nejm 	0.0	Neutral
Eugenia and Inés, both with 88 years, have been the first malagueñas who have received the vaccine against # Covid19 ... 	0.0	Neutral
_Duque thank you. Minister Duke for your participation in achieving that we have the vaccine in Spain ... 	0.3612	Positive
How much the vaccine? Why is this Lord already? 	0.0	Neutral
Canarias registers 108 cases of COVID-19 and three deceased on this Sunday marked by the arrival of the vaccine ... 	0.0	Neutral
In the _Sas our health professionals have also been the vaccine against # Covid19. José Luis V ... 	0.0	Neutral
First vaccines. One day to celebrate! The Girona Health Region administers the first #VACuna against ... 	0.6114	Positive
They say in Moncloa that the arrival of vaccines is the responsibility of the government of Spain ...... but the arrival and ex ... 	0.0	Neutral
That same vaccine, in the rest of the countries is simply that, a vaccine ... here besides protecting you against the coron ... 	0.0	Neutral
Around 700 people have received at the Valencian Community this Sunday the first dose of the vaccine against ... 	0.0	Neutral
I am looking forward to seeing and listening to more than one @ in relation to the arrival of the vaccine to our country. That box that l ... 	0.0	Neutral
#verifyTave: Bulls collected on the coreavirus vaccine | RTVE News, More details: 	0.0	Neutral
#yomevacuno #euvaccinationdays #vaccineday 	0.0	Neutral
. will go the distance to reach every child, no matter where they live.#vaccines4all 	-0.25	Negative
vaccines for europeans!together we are stronger! :) 	0.7339	Positive
Batiste has been the first. Do you get in charge of all this? Lim must give your own for vaccines? 	0.0	Neutral
The vaccine is mandatory or leave it to each person to decide? 	0.0258	Positive
How important is a good management. The European Union buys vaccines to American companies for a market. 	0.5719	Positive
He is a woman who does not use the vaccine to politicize. Branish ines! You are an example for women ... 	0.0	Neutral
🤔🤔🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣The puigdemont puppet compares to her and her boss with the coreaviru vaccine ... 	0.0	Neutral
The discredit immigrant that has made vaccines possible against the COVID-19 	0.0	Neutral
Sincerely. Someone can explain what an annoyance of this photo of the arrival of # Covid19 vaccines to our ... 	0.2023	Positive
No, the nurse who fainted was not died after putting on the Pfizer-Biontech vaccine against the Covid-19 	0.1838	Positive
I am seeing absurd comments by comparing the Covid-19 with AIDS with the issue of vaccines, when the viruses q ... 	0.0	Neutral
These will be the following groups that will receive the coreavirus vaccine in Spain via 	0.0	Neutral
Did you know that the US FDA has not really approved the Pfizer vaccine against the Coronavirus, unlike what ... 	-0.3713	Negative
Yesterday second dose of vaccine # Covid19, last night fever, chills and today as if I had rolled up a train ... p ... 	0.0	Neutral
"Luis Renuans: ""Our vaccine neutralizes the virus at the entrance door, now they do not"" ... "	0.0	Neutral
Browse Russian or China vaccine, tomorrow would be here, less dependence on pharmaceutics 	0.0	Neutral
This table presents the data that requires less effort and context to better understand the real magnitude of vaccine ... 	0.4404	Positive
acr  is hosting a town hall on clinical guidance for #covid19 #vaccine use in patients with rheumatic disea… 	0.0	Neutral
They buy with our money 28,000 doses of vaccines against coronavirus and the government ... 	0.0	Neutral
Loes outstanding vaccines against # Covid19 	0.6124	Positive
Bulls Yes, Soccer Yes, Faes, vaccines for cures, for politicians, for military if ... the history of Spain. 	0.6597	Positive
The effective vaccine was this, goodbye # covid19! 	0.5255	Positive
israel restricting incoming passengers to 1,000 per day until it's shown that pfizer covid-19 vaccine is effective… 	-0.3818	Negative
Well we have four strains of # Covid19 most likely resistant to vaccine or previous immunity. With the Levantam ... 	-0.0258	Negative
The # RegiDemurcia administers 123,585 doses of vaccines of Pfizer, modern and Astrazeneca, 86.1% of those received. ... 	0.0	Neutral
Thank you means of communication by informing us that on Thursday we began to put the vaccines because we did not have any ... 	0.3612	Positive
how to update the data of the SIP to receive the vaccine against the # Covid19 	0.0	Neutral
the fda is in a no-win situation. it should approve covid-19 vaccine pooling to save lives, but if a case of cross… 	0.2732	Positive
First vaccine with the Covid-19 set !! Now to generate antibodies against this bile 🦠 mood that we will leave e ... 	-0.1984	Negative
"The coreavirus vaccine has a ""spectacular"" impact on Scotland via _ser "	0.0	Neutral
️ How to update SIP data to receive the coronavirus vaccine in Valencia. # Covid19 	0.0	Neutral
Almost 110mile vaccines today. So yes! 	0.5081	Positive
Almost 9,200 riojanos have already completed the vaccine pattern - 	0.0	Neutral
I have put the vaccine against Covid-19 of the University of Oxford, Astrazeneca. I will use this tweet for Nomen ... 	0.0	Neutral
Today, the first dose of the Covid-19 vaccine has been put for users of the Day Center of the Wave R ... 	0.0	Neutral
"My beloved city of Madrid, the club of my loves ""my athleti"", and my # summa112 a for the covid ""vaccine vaccine"" ... "	0.7906	Positive
"""Covid-19: The first shipment of Sputnik V vaccines arrives to Mexico"" #coronavirus "	0.0	Neutral
