Tweets	Compound	Analysis
half done! this is the first time in life feeling pretty good when something is half done. #covid19 vaccine first d… 	0.784	Positive
see below for a few things more dystopian than #covid19 #vaccinepassports in the us. the list is not exhaustive. i'… 	0.0951	Positive
coronavirus vaccine priority list has changed for under-50s: ... with blood cancer, hiv or are having immunosuppres… 	-0.6597	Negative
covid vaccine priority list changes for under-50s: ... people living with someone who is having chemotherapy, has h… 	0.0	Neutral
that's my 2nd jab done  #covid19 	0.0	Neutral
walk in vaccine clinics today, tomorrow, saturday no appointment needed. evening opening times.for anyone:- over… 	-0.296	Negative
#earthday #astrazeneca #climateaction #coronaviruspandemic #caterpillarsforcancer #israel #india #navalny #nature… 	0.0	Neutral
another snub to hardworking nhs nurses. if only they all had boris johnson's personal phone number like james dyson! 	0.0	Neutral
although covid-19 mrna vaccines demonstrated high efficacy in clinical trials (1), they were not 100% efficacious.… 	0.0	Neutral
loved training to be a covid19 vaccinator the last few weeks 🦠   #hitmewithyourbestshot #upskilling #optometrylife 	0.5994	Positive
#unpaidcarers - book your vaccine now if you haven’t already done so. 	0.0	Neutral
#covidvaccine #cysticfibrosis #ramadan 	0.0	Neutral
waiting for my second jab...#covid19 #covidvaccine #coronavirus #lockdown #selfisolation #freedom #shielding @ m… 	0.0	Neutral
a big thank you to all the staff and volunteers at the pafc home park #covid19 vaccine centre. a very well oiled ma… 	0.5984	Positive
that's me done. ...#covid19 #covidvaccine #coronavirus #secondjab #corona #shielding @ millennium point 	0.0	Neutral
before i have 2nd jab, i'd like to know it's not too much for women or people who fought off coronaviruses. help sl… 	0.4404	Positive
dr mike yeadon, former cso &amp; vp, head with pfizer global talks grave concerns about coronavirus jab… 	-0.3818	Negative
is that the covid19 shot that the media and gov are pushing? 	0.0	Neutral
it's just a joke. johnson and hancock are corrupt and clueless 	-0.0772	Negative
covid no longer leading cause of death - follow updates live #vaccinepassport 	-0.7269	Negative
translation - i'll turn a blind eye under the guise of #covid19 the #coronavirus crisis that the liar boris johnson… 	-0.8779	Negative
done with my first dose of covid-19 vaccination.#vaccinated #vaccinessavelives #nhscovidvaccine 	0.0	Neutral
first doses of covid-19 vaccine for people 45 and over, by local authority - nw evening mail 	0.0772	Positive
my wife and i have had both covid19 jabs. at our vax centre we all had to stand to be innoculated. tv always shows ppl sitting.did you 	0.0	Neutral
#thursdayvibes #earthday2021 #liveline #cancelexamssavestudents #astrazeneca #bitcoin #covidindia #derekchauvin… 	0.0	Neutral
this is wonderful news! i was off biggleswade getting my covid-19 jab so i missed it. i hope the sun is shining on… 	0.6474	Positive
this is wonderful to see - thank you henry for all that you do for your community  #vaccineequity #covid19 	0.7351	Positive
breaking: researchers have launched a study to find out if covid-19 vaccines are causing menstrual c… 	0.128	Positive
‘twas the night before hairdressers reopened... has the latest on restrictions easing &amp; the vaccine rol… 	0.25	Positive
thrilled to have my first #covid19 vaccine #astrazenaca today in #miltonkeynes #saxoncourt  superbly organised, su… 	0.4404	Positive
how did they know  coronavirus vaccine stocks the bill &amp; melinda gates foundation is… 	0.0	Neutral
johnson ‘does his best’....... 	0.0	Neutral
my turn on the latest groundbreaking viper show investigating policing of coronavirus restrictions in boris johnson… 	0.0	Neutral
ok i am getting impatient now, when will i get my vaccine?!?! #40to45 #covid19 	0.0	Neutral
coronavirus latest news: astrazeneca blood clot risk doubles, data show, but benefits 'still outweigh risks' -… 	0.0516	Positive
it’s jabmas eve! one more sleep until i receive the first covid-19 vaccination tomorrow 	0.0	Neutral
fantastic news, need to encourage people to get the vaccine #covid19 it can save lives 	0.8779	Positive
hey 45s+.... happy jabbing 	0.5719	Positive
vaccine booking system is now open for those (slightly) under 50 tweeps. i managed to book both mine last night. ne… 	0.0	Neutral
the country is excited. as the #corbyn #covid19 horror subsides after a successful #boris jab campaign, the full jo… 	0.3612	Positive
and in roi niac says the az vaccine is not recommended for people aged under 60, including those with medical condi… 	-0.1511	Negative
all over-50 vaccinated with first dose of covid-19 shot: britain 	0.0	Neutral
paging all friends and family over the age of 45...  you can now book your covid vaccine... 	0.4767	Positive
over 45s can now book their coronavirus vaccine 	0.0	Neutral
get a test! grab a jab #vaccination 	0.0	Neutral
booked my jabs  thanks to  for the alert! 	0.6588	Positive
if you’re 45+ you can now book your vaccine appointments now 	0.0	Neutral
if anyone needs bill gates, i’ll be able to contact him directly from tomorrow.aka covid jab booked, can’t believe… 	0.0	Neutral
people aged 45+ in england can now book for a jab. pass it on. 	0.0	Neutral
as more of us are being contacted remember the  #vaccine is free of charge.if you’re unsure that the text y… 	0.3182	Positive
still not old enough to book a vaccine appointment. 	0.0	Neutral
in other news: over 45s have currently overwhelmed the nhs website vaccine service. 	0.0516	Positive
if you’re like me, 45, (and over), you can now book your vaccine appointment. go  go  go 	0.3612	Positive
over 45s can now book the covid vaccine. encouraging to hear some people getting their 2nd jabs too. 	0.5267	Positive
i tried to book my covid vaccine and as i typed my number/email to receive confirmation it crashed.i don’t know wha… 	0.0	Neutral
cynical, sensationalist articles like this stoke fears about the vaccine, and may lead some people refusing to get… 	-0.6808	Negative
vaccine now available for over 45s. 	0.0	Neutral
really pleased that i have booked a #covid19 vaccine at  tomorrow and a second dose on the 30th jun… 	0.4927	Positive
if you are 45 or older you can now book yourself in for a covid vaccine  . click the link to find out more 	0.0	Neutral
how come when i try book my covid19 vaccine appointment manchester is not an option. 	0.0	Neutral
45+? it's time to get your covid jab. book online to go to a vaccination centre or your gp will contact you very so… 	0.0	Neutral
if you are under 50 and haven’t yet had your #covid19 vaccine, please book here. 	0.3182	Positive
its been one fucking day!! why are the press so intent on scaring people? the vaccines are working, everything is… 	-0.5786	Negative
i’ve got a hot date with a needle tomorrow! and then again 30th june. i cannot bloody wait! #covidvaccine #covid19 	0.457	Positive
just how important it is that when gvt bodies strive to find and fund an antivirus vaccine that we… 	0.2023	Positive
covid19 vaccine first jab booked for tomorrow! yay! 	0.6103	Positive
i think it’s to soon because not everyone has had 2 doses of covid-19 vaccine, my second one is ju… 	0.0	Neutral
well yeah? this doesn't mean the vaccine doesn't work though. it just means now is the time for it to kick in. i'm… 	0.5106	Positive
the nhs vaccine booking portal is now open to everyone over 45. book your appointment now. the coronavirus… 	0.0	Neutral
break: in the us  health agencies will call for an immediate pause in use of johnson &amp; johnson’s single-dose… 	0.0	Neutral
"hancock says ""the jab"" (note again the language, jab not vaccine) is ""safe"" and johnson says the success against… "	0.5719	Positive
i’m pleased that anyone aged 45 and over can now book a #covid19 vaccine appointment.the nhs website has been upd… 	0.4404	Positive
what's the vaccine for then 	0.0	Neutral
u.s. calls for pause on johnson &amp; johnson's covid-19 vaccine 	0.0	Neutral
so that’s our girl all done, had her second dose #covid19 #covidvaccine today and in 3 weeks time she will have 96%… 	0.0	Neutral
6 clots out of 6•2 million jabs. stupidity at its best🤷‍♂️🤷 	-0.4404	Negative
#johnsonandjohnson vaccine. never  trust anything. let alone a fuckin #covid19 cure, with the appellation 'johnson'… 	-0.5722	Negative
one minute he’s praising #sirtommoore the next minute he’s selling off the nhs #borisjohnsonout #torycorruption 	0.5423	Positive
consequences of a warp speed vaccine. the fact that this finally made the news, beggars belief when you factor in t… 	0.0	Neutral
six cases in six million vaccines given. is this really the correct response? i'm not being antagonistic, nor am i… 	0.3089	Positive
that’s why i ain’t taking no bs vaccine 🤦‍♂️ 	-0.296	Negative
age 45 or over can now book their covid vaccine. #derby #derbyshire #covid19 #vaccine 	0.0	Neutral
u.s. urges pause on use of johnson &amp; johnson covid-19 vaccine after rare blood clotting cases… 	0.0	Neutral
hearing us regulators are recommending a pause in the single-dose johnson &amp; johnson vaccine due to reports of blood… 	0.0	Neutral
so hang on... what’s the point in the vaccine then? can’t have it both ways, can’t keep everyone under house arrest… 	0.0	Neutral
on march 23th  said:“jab by jab, this country is on the path to reclaiming our freedoms.”and the u… 	0.0	Neutral
2 johnsons is 2 too many. 	0.0	Neutral
The one who had such a #jnj vaccine to do this to do so? it really interests me 	0.3729	Positive
here we go again: johnson &amp; johnson adia entregas da vacina na europa. 	0.0	Neutral
break: johnson &amp; johnson  has said it is delaying the rollout of its coronavirus vaccine in europe amid a us probe into rare blood clots 	0.0	Neutral
yeah obviously makes sense. no idea if vaccine works obviously. weird no mandatory social distancing or face masks.… 	-0.3818	Negative
what a load of bollox of course the vaccine has helped??? please tell me how many people have died since having the… 	-0.4291	Negative
in a sense he’s correct, as the vaccine merely lessens the effect on the individual, it’s not known about it reduci… 	0.0	Neutral
background on the j&amp;j vaccine, now paused in the us 	0.0	Neutral
so in other words the vaccine doesn’t work 	0.0	Neutral
so what’s the point of the vaccine then if it doesn’t work 	0.0	Neutral
yippee! #vaccine booked #covid19 	0.0	Neutral
#covidiots #covid19 #covid19india #covidvaccine #covid 	0.0	Neutral
breaking: more than 1.6 million people have now had at least 1 vaccine against #covid19 in #wales!!  󠁧󠁢󠁷󠁬󠁳󠁿 	0.0	Neutral
at a time when the younger, more reluctant, generations are being called for their jabs, boris spouts this. how man… 	-0.3167	Negative
#corrupttories #lyingjohnson #toryscum 	0.0	Neutral
so i ask again if the vaccines are not what is doing it what is the point of them ? 	0.0	Neutral
"_uk and  this comment in that is also important: ""we don’t know how much these vaccine… "	0.2023	Positive
pls see  prev tweet saying - having a previous thrombosis or thrombophilia (sticky blood)… 	0.0772	Positive
johnson credits lockdown over vaccinations for the drop in no. of cases and; deaths in the uk.to be clear, early jan… 	0.2023	Positive
40m #covid19 jabs have so far been administered. if you’re over 45, get your arm ready and book a jab near you!… 	0.4199	Positive
boris johnson when he inevitably reverses something on his irreversible road map out of lockdown... #borisjohnson… 	-0.2023	Negative
covid-19: lockdown is main reason for drop in coronavirus cases and deaths - not vaccinations, says boris johnson 	-0.2732	Negative
been trying to book a #covid19 vaccine as now open to people over 45. website won’t let you book the first jab by i… 	0.0	Neutral
thinking of refusing the #covid19 vaccine due to #bloodclot risk? perhaps a little perspective will help with an in… 	-0.3321	Negative
perspective it’s all about the perspective #vaccine #astrazeneca #covid19 	0.0	Neutral
covid-19: lockdown is main reason for drop in coronavirus cases and deaths - not vaccinations, says boris johnson |… 	-0.2732	Negative
uk rocks our pm mr. b johnson, cancelled all of his political meetings only focussed to fight with covid1… 	-0.5574	Negative
good news for uk after vaccine roll out…#vaccine #nhscovidvaccine 	0.4404	Positive
meanwhile #pfizer already stepping in to fill any gap caused by $jnj pause in the us... 	0.0	Neutral
if you are 45 years and over you can book your jab now 	0.0	Neutral
everyone vaccinated on an remote island in scotland that had no #covid19 cases... instead of giving the vaccine to… 	0.0516	Positive
erhm cardiff are calling forward the over 30s for a #covid19 vaccine  - keep up!  wales is steaming ahead 	0.0	Neutral
did johnson promote herd immunity because he knew nhs cuts had left us defenceless against #covid19. 	0.1027	Positive
johnson is fucked 	-0.6597	Negative
covid-19 second vaccine has absolutely knocked me for six 	0.0	Neutral
get the vaccine, stop smoking, wear face mask and social distance 	-0.296	Negative
to all my followers aged 45-50 please get your vaccine it saves lives, granted blood clots have been discovered but… 	0.5106	Positive
apparently boris johnson says lockdowns cure covid19 and vaccines don't do much. 	0.0	Neutral
well that does it. i'm just going to stay in lockdown, forever. to hell with my 2nd jab. it… 	-0.5423	Negative
british prime minister boris johnson ‘anxious’ as indian covid-19 variant doubles in weekcases of new strain rise… 	-0.0516	Negative
the super spreading johnson regime 	0.5994	Positive
an taoiseach micheál martin will be hosted by prime minister boris johnson for a lunchtime meeting at chequers. the… 	0.0	Neutral
indian coronavirus variant is something to be anxious about: johnson 	-0.25	Negative
standing in a line of people waiting patiently for their #covid19 #vaccine at deeside's #rainbowhospital #brilliant… 	0.0	Neutral
i'm very well, thanks, had my first covid-19 jab, looking forward to the second. life is fine at prese… 	0.7485	Positive
interesting piece on the intrinsic ip complexities of a #covidvaccine #patentwaiver - even if it could ramp up supp… 	0.4019	Positive
informed consent disclosure to vaccine trial subjects of risk of covid-19 vaccines worsening clinical disease 	-0.4939	Negative
time for my 2nd covid-19 jab .#covid_19 #covidvacccine #vaccinationdone✔️ #ᴠᴀᴄᴄɪɴᴇssᴀᴠᴇʟɪᴠᴇs… 	0.0	Neutral
boris johnson to hold covid briefing – follow live 	0.0	Neutral
when is your turn get  your covid-19 vaccine and be fully vaccinated, be safe and be secured. thursday 13th may… 	0.7063	Positive
I now received and thank God the first dose of vaccine # Fizer, and I hope God to spect this virus on everyone. # Covid19 ... 	0.8225	Positive
excellent new data dashboard for comparing the vaccines and reported uk cases of yellow card reported adverse covid… 	0.296	Positive
via  - some good news #digitalhealth #nhs #vaccines #covid19 covid vaccines have saved 11,700 lives a… 	0.6908	Positive
both #covid19 #jabs done. feeling fine. @ irthlingborough 	0.3182	Positive
the level of detail on the  coronavirus page is amazing - says my nan has had both jabs 🤣 #codingerror #govuk… 	0.5859	Positive
liar boris johnson's #pressconference delayed until 5.30pm #coronavirus 	-0.6369	Negative
today i attended  for my second covid-19 jab - excellent and efficient service. thanks to everyone in… 	0.8555	Positive
this is heartbreaking. it’s the indian variant more than the kent variant... i would just like my vaccine please … 	0.2023	Positive
breaking:boris johnson says the #indianvariant could delay the june 21st end to #lockdown #coronavirus #covid19 	-0.3182	Negative
amazed that liar boris johnson not letting bolton vaccinate 18+ to help against #indianvariantyet another pointles… 	0.3818	Positive
shocked to hear that there is only a 60% take up of the vaccine for over 40s in some areas of blackburn and bolton.… 	-0.3182	Negative
somewhat relieved to get 2nd jab today. keeping everything crossed in the meantime 🤞🤞#covid19 #vaccinated 	0.3197	Positive
2nd vaccination appointment text just arrived  #covidvaccine #covid19 	0.0	Neutral
excellent thread here from yvette cooper re how boris johnson &amp; his cabinet of fools created freedom of movement fo… 	0.7717	Positive
no more lockdowns. we are jabbing our way out- let’s keep jabbing  #indianvariant #covid19 	-0.296	Negative
The track of a universal anti-coronavirus vaccine - 	0.0	Neutral
what’s the point in the vaccines if we are just gonna shit it every time there’s a few cases, endless cycle this pi… 	-0.5574	Negative
just had my second astrazeneca jab and ready to knockout covid19! @ ewell 	0.4199	Positive
boris johnson said today something like:the plan isn't changing but the plan might change if the plan doesn't go t… 	0.0	Neutral
boris johnson's dither and delay causing the potential delay to easing lockdown next month #liarjohnson #gtto 	-0.3818	Negative
"""uk will expedite second doses of covid-19 vaccine for people who are over 50 or medically vulnerab… "	0.0	Neutral
got my second #covid19 #astrazenaca jab today!  when will i be able to get 5g through my brain? 	0.0	Neutral
did boris johnson delay deliberately his decision to speak out today about the indian covid-19 var… 	-0.3182	Negative
no, there's nothing magnetic in the covid-19 vaccines - experts debunk misinformation 	-0.5423	Negative
of course the developers (china)of the virus can find an antidote-sorry vaccine 	0.0	Neutral
covid-19: 'britain will be free of the coronavirus by august', says outgoing vaccine taskforce chief 	0.6705	Positive
so why if #covid19 is global problem, is the vaccine not open source and given to the world as a part of… 	-0.4019	Negative
the government of ghana this morning received 350,000 doses of the astrazeneca vaccines to kick-start the second ph… 	0.0	Neutral
britain to be 'free of covid by august' and safe over winter, vaccine chief says 	0.7351	Positive
my wife ‘antima’ got her 1st jab of covid-19 vaccine yesterday of   she didn’t notice and h… 	0.0	Neutral
covid-19 second jab today! wonder what side effects i'll get this time. 	0.0	Neutral
why the 2nd dose #covid19 #vaccine is so important : 	0.3327	Positive
the uk will have a population protected from covid by midsummer, the departing chief of the uk's vaccine taskforce… 	0.4404	Positive
vaccination success is boosting boris johnson and although the flat refurbishment scandal is wrong,… 	0.4939	Positive
my brother got his letter today for his covid-19 vaccine. originally he was being sent to gorebridge but we ended u… 	0.0	Neutral
1st covid19 vaccine completed 	0.0	Neutral
thank you molly and nurse laura  for my second #covid19 jab and making me 	0.3612	Positive
today is a good day!  2nd #covid19 jab  done ✅ 	0.4926	Positive
they just put me the vaccine against the covid-19me hurts alloooooo 	-0.4767	Negative
that’s my second #covid19 jab received today at   #thankyounhs🤍 	0.0	Neutral
mds begin sharing when they will allow their children to have #covid19 #vaccine. here, an oncologist whose wife is… 	0.5719	Positive
for  #covid19 jab #1 #rain #malvern 	0.0	Neutral
i’ve just had my first dose of the #astrazeneca coronavirus vaccine #vaccinated #vaccination #vaccineswork… 	0.0	Neutral
pfizer covid vaccine protects against worrying coronavirus variants 	-0.0258	Negative
"should be about next week for my second jab are you "" covid-19 clear ""  (airquotes) #covid_19 #covid19… "	0.3818	Positive
just had my second covid-19 vaccine done!  yay! i'm vaccinated! 🥳 i just hope i don't feel as bad as felt when the… 	0.8758	Positive
#covid19 vaccine update: daily figures on the total number of covid-19 vaccine doses that have been given in the uk… 	0.0772	Positive
lovely surprise from   today. i’m #proud to be part of the #covid19 vaccine team and feel very lucky… 	0.7096	Positive
she's spot on! i've been saying all along that charging for a vaccine in a relatively poor, hesitancy prone &amp;… 	-0.6476	Negative
was waiting for  while he was getting his covid-19 vaccine shot... 	0.0	Neutral
free drink for vaccine  #shotandbeer #beer #shot #covid19 #covidvaccine #beeroclock #uk 	0.5106	Positive
is that because of vaccines or lockdown? 	0.0	Neutral
exactly lol the hypocrisy of waiving patents but refusing to export vaccines when it is widely accepted that lack o… 	-0.4497	Negative
#capitalism #covid19 #johnson vaccination! an ongoing miracle of the #nhs but from whom  #johnson steals all credit… 	-0.5175	Negative
still feel crap after my second vaccine yesterday  #covid19 	-0.3818	Negative
this aged well. wonder what all his fans in india think of this #covidindia #covidvaccine #elonmusk 	0.2732	Positive
#israel #vaccineapartheid #coronavirus 	0.0	Neutral
it's worth remembering that johnson used a coronavirus conference to slur sadiq khan on transport for london.khan… 	0.2263	Positive
"""i did want to wait until 2024. until the covid19 threat had disipated. but with boris johnson threatening to thwar… "	-0.7684	Negative
commission’s vaccine contract with astrazeneca ties eu’s hands on lawsuitsthe eu can, however, suspend payments t… 	-0.3182	Negative
in truth, the 'heroic' dividend-seeking #johnson gang is going to redefine #covid19  as a kin… 	0.3182	Positive
covid-19 vaccines are highly effective for pregnant women and their babies – new study  via 	0.5256	Positive
good morning twitter, #vaccine day for my mum and me today, please send us some good vibes - we are both a little… 	0.7964	Positive
reports: india to begin using russia's sputnik v coronavirus vaccine (still not permitted by nato nations excep… 	0.0	Neutral
'a people's vaccine'. i've heard it all now . clown world 🤡🤡 	0.0	Neutral
of course we should share our surplus vaccine supplies. we’ve all seen how covid spreads. if we don’t vaccinate the… 	0.296	Positive
our wtwa director of nursing  receiving her second dose of the pfizer covid-19 vaccine … 	0.0	Neutral
the real reason that the #eu and #usa complain and give #fakenews about #oxfordastrazeneca #covid19 vaccine is simp… 	-0.3612	Negative
i recently had the pleasure of receiving my #covid19 vaccine at the rvh belfast. planning, execution and experience… 	0.5719	Positive
eu chiefs fail to secure new vaccine supply deal - 'it's rebounding on them!'who would want to supply the eu last i… 	-0.2714	Negative
eu accused of 'piracy' over astrazeneca threat - 'uk funded it, we own patent' says ex-mep 	-0.6808	Negative
had my 1st jab today didn't hurt but never got a sticker!!! #vacine #covid19 @ liverpool 	0.4145	Positive
it is, but not so great for teachers i know who caught covid-19 a week before their 1st vaccine appointment. 	-0.7723	Negative
just had my first dose of the astrazeneca vaccine in rochford, essex. the puzey family practice had a super tight o… 	0.5994	Positive
thank you nhs and oxford astrazeneca #covidvaccine #oxfordastrazenaca #oxfordvaccine #covid19 	0.3612	Positive
pfizer second vaccine complete. and a week earlier than expected! #nhs #nationalheathservice #nhsworker #covid19… 	0.0	Neutral
#covid19 #vaccine is free in the uk as well. and voluntary. so much for the die-hard conspiracy theorists still ped… 	0.25	Positive
#repairshop has been cancelled, again, for a coronavirus update.  hope it's significant &amp; not a hancock/johnson backslapping fest. 	0.4019	Positive
#vaccine teamwork reminder: gsk’s own vaccine efforts with partner sanofi haven’t gone as planned, facing del… 	0.0	Neutral
i've had my 2nd covid-19 vaccination at work earlier today. no side effects 	-0.296	Negative
anyone else have their first #covid19 jab  at cosham health centre in mid feb and not had a date set for 2nd one?… 	0.0	Neutral
excited this is the vaccine i am on the trial. gsk to support manufacture of novavax covid-19 jab at barnard castle… 	0.6249	Positive
great to see. well done to everyone involved in this. hopefully the south can get moving on vaccines too.… 	0.8528	Positive
much more than moronic is so many happily trivialising the #holocaust by comparing #covid19 #vaccinepassports to… 	-0.4144	Negative
had my first covid-19 vaccination this morning. astrazeneca type. all well. 	0.2732	Positive
eu chiefs fail to secure new vaccine supply deal - 'it's rebounding on them!'” it’s no wonder who would want to dea… 	-0.5093	Negative
this is bloody amazing! #vaccineswork 	0.2942	Positive
"first covid-19 vaccine clinic tomorrow in the pharmacy 🤞 and click ""book an appointment""we… "	0.0	Neutral
a few countries have ordered enough #covid19 vaccine doses to vaccinate their entire populations 3x over! tell lead… 	0.0	Neutral
kick-starting #thankfulnessweek  with my #covid19 vaccine this evening! (my mother takes full r… 	0.0	Neutral
eu chiefs fail to secure new vaccine supply deal - 'it's rebounding on them!' how small they must feel. 	-0.3382	Negative
this! what is the point of getting a vaccine if it doesn't work 🤷‍♂️ why say there will be another wave after vacc… 	0.0	Neutral
insights into multiple concerns on eu vaccine delivery. i’m surprised but glad the informatics challenges of schedu… 	0.7096	Positive
after all of this time, is it possible that dominic cummings was just doing a recce? #covid19 #covidvaccine 	0.0	Neutral
two dozen world leaders - including johnson, merkel and macron - call for a global settlementsimilar to that forme… 	0.0	Neutral
johnson finally twigged that no infections leads to no deaths. his mental model of the black death missed out in wh… 	-0.8591	Negative
pfizer, moderna covid-19 vaccines reduce the chance of infection by 80% 	0.25	Positive
given current uk  debates on vaccine  passports, here’s a piece on the experience in israel  so far.....… 	0.0	Neutral
my arm aches! got the vaccine today! #covid19 #covidvaccine 	-0.3786	Negative
$10m worth of semi-finished astrazeneca meningitis vaccine bound for fill and finish in the usa has been held up in… 	0.2263	Positive
#covid19 #modernavaccine#mrna 	0.0	Neutral
'..nations such as south africa and thailand haven’t even managed to get shots in the arms of 1% of their populatio… 	0.0	Neutral
one in five americans refuse to get covid-19 vaccine, poll finds✌ 	-0.296	Negative
if the who say that the covid vaccine does not stop the spread of covid, why would it be compulsory to have a vacci… 	0.2235	Positive
i'm thinking more of side effects. given that birth control pills and covid-19 itself are li… 	0.0	Neutral
india’s #covid19 vaccine woes 	-0.4404	Negative
after boris stated that lockdown and not vaccines caused the drop in cases of #covid19 this isn't happening “there… 	-0.2732	Negative
surely you can still transmit #covid19 after having vaccine ! 	0.4926	Positive
surely you can still transmit #covid19 after having the #vaccine or are the medical experts wrong ? 	-0.0516	Negative
#vaccinedamage #vaccinedeaths 	0.0	Neutral
covid-19 vaccine part 2 received. #stayprotected @ yeovil district hospital nhs foundation 	0.0	Neutral
absolute rubbish that we only have #vaccine success due to #brexit all members of the eu could opt out of the join… 	0.5719	Positive
ireland on track for further easing of covid-19 restrictions after increase in pfizer vaccines. perhaps this addres… 	0.5106	Positive
got my vaccine yesterday and apart from a slightly high temp and feeling a bit hungover, i think i am i am i am i a… 	0.128	Positive
it's been a long winter in lockdown. but the threat of a vaccine resistant strain of #covid19 spreading in se londo… 	-0.7096	Negative
had my first  #covid19 vaccine this morning at #rainbowhospital  #llandudno i hope everyone is h… 	0.4404	Positive
novavax covid-19 vaccine demonstrates 96 percent efficacy against original strain, 55 percent ...: ... moderate to… 	0.2732	Positive
oh, my word! icymi! how #covid19 and #vaccine deniers ply their trade on social media - and get so many to fall dow… 	-0.3987	Negative
more good #covid19 #vaccine news coming out of #israel. 	0.4927	Positive
#protip: don’t drop your pants and bend over for your #covid19 jab - turns out it goes in your arm. 	-0.2732	Negative
imagine the audacity of producing eu branded plasters to stick on a minuscule jab site?? no wonder the eu is almost… 	-0.3736	Negative
yes it’s ramadan, and being a muslim i'm also fasting and finally i got my second dose of the #covid19 pfizer vacci… 	0.4019	Positive
take that covid-19 🦠 #kickingcorona #littleprick #hadthejab @ moor park health &amp; leisure centre 	0.0	Neutral
#vaccineequity  until everyone is vaccinated around the world, covid-19 is going to continue to be a problem for a… 	-0.4019	Negative
_poole as a snapshot this is out of datetrade in february was 12.5% lower yoy, in a diffic… 	-0.296	Negative
_pilya_ burgis so proud of my mass vaccine team. 	0.6113	Positive
president von der leyen received her first dose of covid-19 vaccine today. at least someone got a chair for the pre… 	0.0	Neutral
had my first #covid19vaccine dose this afternoon. thanks to the team  &amp; the nurse from  who wielded… 	0.4404	Positive
azarenka gives stuttgart event a miss to get covid-19 vaccine 	-0.1531	Negative
nsw woman, 48, dies a week after getting covid-19 vaccine 	0.0	Neutral
hope i don't get more bullying at 2nd covid19 vaccine. 	0.7401	Positive
it's a personal choice not to have the vaccine, or to have it. i shouldn't be… 	0.0	Neutral
google launches multimillion-dollar cloud tech push to boost covid-19 vaccine distribution 	0.4019	Positive
ok let's look at the statistics of thrombosis. #covid19 infection and smoking are the highest risks of #thrombosis.… 	0.0258	Positive
total legend _r_nicholson #worldencephalitisday  #covid19 #vaccineswork #vaccines … 	0.0	Neutral
as i’m a european, there’s a real sense of déjà vu about this.#covid19uk #covid19 #vaccines #vaccinate 	0.0	Neutral
. _ratilal finally just had my second dose of covid19 vaccine jab today 	0.0	Neutral
arsepfizer ceo: third dose of covid-19 vaccine 'likely' needed within 1 year 	0.0	Neutral
in the words of the legendary mcdreamy “it’s a beautiful day to save lives” 🥳 #thankyounhs #nhs #nhscovidvaccine… 	0.7964	Positive
mum and dad have had their covid-19 vaccine and they’d like to encourage you to get yours as well when it’s your tu… 	0.7845	Positive
in short, better to get the astrazeneca vaccine than to get covid-19 if you want to avoid blood clots. 	0.25	Positive
getting jabbed next friday. vaccine programme is flying in wales and across the uk. in other news, puppy had first… 	0.0	Neutral
consultation launched on staff covid-19 vaccines in care homes with older adult residents 	0.5719	Positive
finally got my first vaccine today!! #vaccine #covid #covid19 #vaccinated #blakefourdesign 	0.0	Neutral
covid 19 vaccine! so far only 2.4% of the world population has been fully vaccinated! will it resolve the problem o… 	-0.1739	Negative
# Punjabi is a Zindabad ..... 	0.0	Neutral
i've got the app and both jabs are on there, but it doesn't detail the batch number. my excitement has been tempora… 	0.6956	Positive
over 350,000 hampshire residents have now had two doses of the vaccine, and covid-19 cases continue to fall in the… 	0.0	Neutral
boris johnson pledges coronavirus inquiry will begin 'within a year' 	0.0	Neutral
good morning to you. hope all went well with your 2nd covid19 injection. have yourself a superb hump day xxx 	0.9001	Positive
‘we don't vaccinate foreigners' british expats being refused coronavirus jabs in spain 	-0.296	Negative
#capitalism #covid19 #covidemergency #johnson bellows it will be safe from 21 june to blanket lift restrictions. fu… 	0.4404	Positive
covid news today across the board not great especially locally. but if vaccines not the answer not entirely sure wh… 	-0.6014	Negative
drakeford should be commended on his vaccine rollout. he initially said “it’s a marathon not a sprint” but seems to… 	0.2382	Positive
"no, here you go ""who is being offered the coronavirus vaccine in scotland | the coronavirus (covid-19)… "	-0.296	Negative
the news that sparked off this tweet convo was abt the administration of astrazeneca vaccines that ontario was abou… 	0.0	Neutral
#borisjohnson promises a independent inquiry into handling of the #covid pandemic by next spring. #us hasn't ordere… 	0.3818	Positive
i have my first dose of the vaccine booked for next thursday 🥳 i'm 34, so will i be given the pfizer or moderna one… 	0.0	Neutral
why not just start this immediately?! - i imagine by spring 2022 boris johnson will no longer be in post and won’t… 	-0.3595	Negative
giving #johnson and his liars to cover up as much as possible.  you can't investigate yourself. #torydictatorship… 	-0.25	Negative
wales’ vaccine rate has been incredible. hopefully scotland can start to get it going again cause it feels like we’… 	0.6369	Positive
#poorpandemicpreparedness #poorleadership #poorresources #vaccines4nepal 	0.0	Neutral
new: uk pm boris johnson's office: no commitment to inquiry into his handling of coronavirus concluding before… 	0.1027	Positive
against science, uk pm #johnson continues to lift restrictions, and will fully reopen his “fortress britain” 21 jun… 	0.0	Neutral
one of those countries that did nothing was the uk. boris johnson was too preoccupied… 	0.0	Neutral
#covid19 read this informative and important article and think again before following #johnson #covid variants circ… 	0.2023	Positive
